Owner,Name,Type,Default Value,Unit,RecommendedValueType,Documentation,OriginalProperty,PropertyGroup,Provenance,IdentificationKey,SourceName,SourceURL
RaspberryPiCameraModule3NoIR,hdrOutputMax,Real,3,MP,PixelCount_MP,HDR mode maximum output resolution.,hdr_output_max,Optical,manufacturer-stated,RaspberryPiCameraModule3NoIR::hdrOutputMax,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
RaspberryPiCameraModule3NoIR,videoMode2304x1296,Real,56,fps,FrameRate_fps,Current Raspberry Pi hardware table.,video_mode_2304x1296,Timing,manufacturer-stated,RaspberryPiCameraModule3NoIR::videoMode2304x1296,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
RaspberryPiCameraModule3NoIR,videoMode1536x864,Real,120,fps,FrameRate_fps,Current Raspberry Pi hardware table.,video_mode_1536x864,Timing,manufacturer-stated,RaspberryPiCameraModule3NoIR::videoMode1536x864,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
RaspberryPiCameraModule3NoIR,supplyVoltage,Real,3.3,V,Voltage_V,Sourced through CSI connector.,supply_voltage,Electrical,manufacturer-stated,RaspberryPiCameraModule3NoIR::supplyVoltage,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
RaspberryPiCameraModule3NoIR,currentEstimate,String,200 to 300,mA,String,Raspberry Pi does not publish a module current figure; engineering estimate from attached reference. Verify on hardware.,current_estimate,Electrical,engineering-estimate,RaspberryPiCameraModule3NoIR::currentEstimate,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
RaspberryPiCameraModule3NoIR,powerEstimate,String,0.66 to 1.0,W,String,Engineering estimate; verify on BillieBot.,power_estimate,Electrical,engineering-estimate,RaspberryPiCameraModule3NoIR::powerEstimate,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
RaspberryPiCameraModule3NoIR,operatingTemperature,String,0 to 50,degC,String,Product brief range.,operating_temperature,Environmental,manufacturer-stated,RaspberryPiCameraModule3NoIR::operatingTemperature,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
RaspberryPiCameraModule3NoIR,imageInterface,String,2-lane MIPI CSI-2,,String,Image data interface.,image_interface,Interface,manufacturer-stated,RaspberryPiCameraModule3NoIR::imageInterface,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
RaspberryPiCameraModule3NoIR,nativeSensorOutput,String,RAW10 Bayer,,String,CSI-2 packed raw sensor stream.,native_sensor_output,Data,manufacturer-stated,RaspberryPiCameraModule3NoIR::nativeSensorOutput,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
RaspberryPiCameraModule3NoIR,rosPublishRate,Real,5,Hz,Frequency_Hz,Current NoIR node publish rate.,ros_publish_rate,BillieBot configuration,repo-configuration,RaspberryPiCameraModule3NoIR::rosPublishRate,perception.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_perception/config/perception.yaml
RaspberryPiCameraModule3NoIR,publishedResolution,String,640 x 480,pixels,String,Current ROS node output size.,published_resolution,BillieBot configuration,repo-configuration,RaspberryPiCameraModule3NoIR::publishedResolution,perception.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_perception/config/perception.yaml
ReSpeakerXVF3800,seeedSku,String,101991441,,String,Variant without XIAO ESP32S3.,seeed_sku,Identification,manufacturer-stated,ReSpeakerXVF3800::seeedSku,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
ReSpeakerXVF3800,voiceProcessor,String,XMOS XVF3800 / XU316,,String,xcore.ai voice processor.,voice_processor,Identification,manufacturer-stated,ReSpeakerXVF3800::voiceProcessor,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
ReSpeakerXVF3800,audioCodec,String,TI TLV320AIC3104,,String,On-board audio codec.,audio_codec,Identification,manufacturer-stated,ReSpeakerXVF3800::audioCodec,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
ReSpeakerXVF3800,microphoneCount,Integer,4,microphones,Integer,PDM MEMS array.,microphone_count,Acoustic,manufacturer-stated,ReSpeakerXVF3800::microphoneCount,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
ReSpeakerXVF3800,pickupCoverage,Real,360,deg,Angle_deg,Azimuthal coverage.,pickup_coverage,Acoustic,manufacturer-stated,ReSpeakerXVF3800::pickupCoverage,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
ReSpeakerXVF3800,farFieldPickupRangeMax,Real,5,m,Length_m,Product capability claim; environment dependent.,far_field_pickup_range_max,Acoustic,manufacturer-stated,ReSpeakerXVF3800::farFieldPickupRangeMax,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
ReSpeakerXVF3800,agcRange,Real,60,dB,Level_dB,Automatic-gain-control range.,agc_range,Acoustic,manufacturer-stated,ReSpeakerXVF3800::agcRange,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
ReSpeakerXVF3800,aec,Boolean,true,,Boolean,Full-duplex acoustic echo cancellation.,aec,Acoustic,manufacturer-stated,ReSpeakerXVF3800::aec,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
ReSpeakerXVF3800,voiceActivityDetection,Boolean,true,,Boolean,On-device VAD capability.,voice_activity_detection,Acoustic,manufacturer-stated,ReSpeakerXVF3800::voiceActivityDetection,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
ReSpeakerXVF3800,directionOfArrival,Boolean,true,,Boolean,DoA metadata available.,direction_of_arrival,Acoustic,manufacturer-stated,ReSpeakerXVF3800::directionOfArrival,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
ReSpeakerXVF3800,sampleRate,Real,16000,Hz,Frequency_Hz,Standard USB firmware.,sample_rate,Data,manufacturer-stated,ReSpeakerXVF3800::sampleRate,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
ReSpeakerXVF3800,endpointBitDepth,Integer,32,bits,BitCount_bits,USB endpoint sample depth.,endpoint_bit_depth,Data,manufacturer-stated,ReSpeakerXVF3800::endpointBitDepth,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
ReSpeakerXVF3800,usbChannelOptions,String,2 / 6,channels,String,6-channel firmware exposes 2 processed + 4 raw microphones.,usb_channel_options,Data,manufacturer-stated,ReSpeakerXVF3800::usbChannelOptions,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
ReSpeakerXVF3800,usbClass,String,USB Audio Class 2.0,,String,USB-C power + data.,usb_class,Interface,manufacturer-stated,ReSpeakerXVF3800::usbClass,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
ReSpeakerXVF3800,supplyVoltage,Real,5,V,Voltage_V,USB bus powered.,supply_voltage,Electrical,manufacturer-stated,ReSpeakerXVF3800::supplyVoltage,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
ReSpeakerXVF3800,xvf3800CorePowerUsb,Real,0.4,W,Power_W,XMOS core typical in USB mode; not total board power.,xvf3800_core_power_usb,Electrical,manufacturer-stated,ReSpeakerXVF3800::xvf3800CorePowerUsb,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
ReSpeakerXVF3800,boardPowerEstimate,String,1 to 2,W,String,Seeed does not publish full board power; LEDs/speaker can materially increase draw.,board_power_estimate,Electrical,engineering-estimate,ReSpeakerXVF3800::boardPowerEstimate,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
ReSpeakerXVF3800,boardCurrentEstimate,String,200 to 400,mA,String,"At 5 V, LEDs/speaker excluded; verify on hardware.",board_current_estimate,Electrical,engineering-estimate,ReSpeakerXVF3800::boardCurrentEstimate,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
ReSpeakerXVF3800,audioSampleRate,Real,16000,Hz,Frequency_Hz,Audio classifier input sample rate.,audio_sample_rate,BillieBot configuration,repo-configuration,ReSpeakerXVF3800::audioSampleRate,audio.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_audio/config/audio.yaml
ReSpeakerXVF3800,classifierPublishRate,Real,2,Hz,Frequency_Hz,Audio event classifier publish rate.,classifier_publish_rate,BillieBot configuration,repo-configuration,ReSpeakerXVF3800::classifierPublishRate,audio.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_audio/config/audio.yaml
ReSpeakerXVF3800,classificationInputChannels,Integer,2,channels,Integer,Current classifier uses 2-channel capture and channel 1 for classification.,classification_input_channels,BillieBot configuration,repo-configuration,ReSpeakerXVF3800::classificationInputChannels,audio.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_audio/config/audio.yaml
SEN0253IMU,boardSku,String,SEN0253,,String,DFRobot Gravity 10-DOF IMU AHRS.,board_sku,Identification,manufacturer-stated,SEN0253IMU::boardSku,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,orientationSensor,String,Bosch BNO055,,String,9-axis absolute-orientation sensor with onboard fusion.,orientation_sensor,Identification,manufacturer-stated,SEN0253IMU::orientationSensor,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,pressureSensor,String,Bosch BMP280,,String,Barometric pressure + temperature.,pressure_sensor,Identification,manufacturer-stated,SEN0253IMU::pressureSensor,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,dimensions,String,32 x 27,mm,String,Carrier board dimensions.,dimensions,Mechanical,manufacturer-stated,SEN0253IMU::dimensions,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,inputVoltage,String,3.3 to 5,V,String,Board-level supply.,input_voltage,Electrical,manufacturer-stated,SEN0253IMU::inputVoltage,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,boardCurrentPublished,Real,5,mA,Current_mA,DFRobot value conflicts with BNO055 component current; do not use blindly for battery budget.,board_current_published,Electrical,manufacturer-stated,SEN0253IMU::boardCurrentPublished,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,bno0559dofCurrentMax,Real,12.3,mA,Current_mA,Bosch BNO055 total supply current in 9-DOF at 100 Hz under listed conditions.,bno055_9dof_current_max,Electrical,manufacturer-stated,SEN0253IMU::bno0559dofCurrentMax,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,billiebotDesignCurrentAllocation,Real,20,mA,Current_mA,Conservative design allocation at 5 V pending measurement.,billiebot_design_current_allocation,Electrical,engineering-estimate,SEN0253IMU::billiebotDesignCurrentAllocation,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,boardOperatingTemperature,String,-40 to 80,degC,String,DFRobot board specification.,board_operating_temperature,Environmental,manufacturer-stated,SEN0253IMU::boardOperatingTemperature,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,interface,String,I2C,,String,BNO055 and BMP280 are independent I2C devices.,interface,Interface,manufacturer-stated,SEN0253IMU::interface,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,bno055I2cAddress,String,0x28,,String,Default; 0x29 selectable.,bno055_i2c_address,Interface,manufacturer-stated,SEN0253IMU::bno055I2cAddress,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,bmp280I2cAddress,String,0x76,,String,Default on SEN0253.,bmp280_i2c_address,Interface,manufacturer-stated,SEN0253IMU::bmp280I2cAddress,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,accelerometerRangeOptions,String,±2 / ±4 / ±8 / ±16,g,String,Fusion mode automatically uses ±4 g.,accelerometer_range_options,IMU - Accelerometer,manufacturer-stated,SEN0253IMU::accelerometerRangeOptions,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,accelerometerResolution,Integer,14,bits,BitCount_bits,Internal accelerometer resolution.,accelerometer_resolution,IMU - Accelerometer,manufacturer-stated,SEN0253IMU::accelerometerResolution,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,accelerometerNoiseDensityTypical,Real,150,ug/sqrt(Hz),AccelerationNoiseDensity_ugPerSqrtHz,Typical.,accelerometer_noise_density_typical,IMU - Accelerometer,manufacturer-stated,SEN0253IMU::accelerometerNoiseDensityTypical,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,accelerometerZeroGOffsetTypical,String,±80,mg,String,Typical.,accelerometer_zero_g_offset_typical,IMU - Accelerometer,manufacturer-stated,SEN0253IMU::accelerometerZeroGOffsetTypical,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,gyroscopeRangeOptions,String,±125 / ±250 / ±500 / ±1000 / ±2000,deg/s,String,Fusion modes use ±2000 deg/s.,gyroscope_range_options,IMU - Gyroscope,manufacturer-stated,SEN0253IMU::gyroscopeRangeOptions,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,gyroscopeResolution,Integer,16,bits,BitCount_bits,Internal gyro resolution.,gyroscope_resolution,IMU - Gyroscope,manufacturer-stated,SEN0253IMU::gyroscopeResolution,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,gyroscopeZeroRateOffsetTypical,String,±1,deg/s,String,Typical.,gyroscope_zero_rate_offset_typical,IMU - Gyroscope,manufacturer-stated,SEN0253IMU::gyroscopeZeroRateOffsetTypical,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,gyroscopeOutputNoiseTypical,Real,0.1,deg/s RMS,AngularRateNoise_degPerSecondRMS,At BW = 47 Hz.,gyroscope_output_noise_typical,IMU - Gyroscope,manufacturer-stated,SEN0253IMU::gyroscopeOutputNoiseTypical,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,magnetometerRangeXy,String,±1300,uT,String,Typical.,magnetometer_range_xy,IMU - Magnetometer,manufacturer-stated,SEN0253IMU::magnetometerRangeXy,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,magnetometerRangeZ,String,±2500,uT,String,Typical.,magnetometer_range_z,IMU - Magnetometer,manufacturer-stated,SEN0253IMU::magnetometerRangeZ,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,magnetometerResolution,Real,0.3,uT,MagneticFluxDensity_uT,Device resolution.,magnetometer_resolution,IMU - Magnetometer,manufacturer-stated,SEN0253IMU::magnetometerResolution,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,headingAccuracyTypical,String,±2.5,deg,String,"Fully calibrated, ideal tilt compensation and 30 uT horizontal field; robot magnetic environment can dominate.",heading_accuracy_typical,IMU - Magnetometer,manufacturer-stated,SEN0253IMU::headingAccuracyTypical,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,ndofFusionOutputRate,Real,100,Hz,Frequency_Hz,Quaternion/orientation fusion output.,ndof_fusion_output_rate,IMU - Fusion,manufacturer-stated,SEN0253IMU::ndofFusionOutputRate,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,magnetometerOutputRateNdof,Real,20,Hz,Frequency_Hz,Magnetometer rate in NDOF.,magnetometer_output_rate_ndof,IMU - Fusion,manufacturer-stated,SEN0253IMU::magnetometerOutputRateNdof,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,pressureRange,String,300 to 1100,hPa,String,BMP280 measurement range.,pressure_range,Pressure,manufacturer-stated,SEN0253IMU::pressureRange,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,relativePressureAccuracy,String,±0.12,hPa,String,Approximately ±1 m relative altitude under specified conditions.,relative_pressure_accuracy,Pressure,manufacturer-stated,SEN0253IMU::relativePressureAccuracy,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,absolutePressureAccuracy,String,±1.0,hPa,String,Approximately ±8.3 m altitude equivalent.,absolute_pressure_accuracy,Pressure,manufacturer-stated,SEN0253IMU::absolutePressureAccuracy,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,pressureResolutionUltraHigh,Real,0.0016,hPa,Pressure_hPa,0.16 Pa output resolution in ultra-high-resolution mode.,pressure_resolution_ultra_high,Pressure,manufacturer-stated,SEN0253IMU::pressureResolutionUltraHigh,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,pressureRmsNoiseUltraHigh,Real,1.3,Pa,Pressure_Pa,Approximately 11 cm altitude equivalent.,pressure_rms_noise_ultra_high,Pressure,manufacturer-stated,SEN0253IMU::pressureRmsNoiseUltraHigh,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,pressureRmsNoiseFiltered,Real,0.2,Pa,Pressure_Pa,Lowest filtered value in Bosch characterization.,pressure_rms_noise_filtered,Pressure,manufacturer-stated,SEN0253IMU::pressureRmsNoiseFiltered,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,temperatureAccuracyAt25c,String,±0.5,degC,String,BMP280 component specification.,temperature_accuracy_at_25c,Temperature,manufacturer-stated,SEN0253IMU::temperatureAccuracyAt25c,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,temperatureAccuracy0To65c,String,±1.0,degC,String,BMP280 full-accuracy region.,temperature_accuracy_0_to_65c,Temperature,manufacturer-stated,SEN0253IMU::temperatureAccuracy0To65c,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,temperatureResolution,Real,0.01,degC,Temperature_degC,Compensated output resolution.,temperature_resolution,Temperature,manufacturer-stated,SEN0253IMU::temperatureResolution,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
SEN0253IMU,sensorNanoSerialBaudrate,Real,115200,baud,SerialRate_baud,Sensor Nano firmware link rate.,sensor_nano_serial_baudrate,BillieBot configuration,repo-configuration,SEN0253IMU::sensorNanoSerialBaudrate,Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
SEN0253IMU,imuStreamRate,Real,50,Hz,Frequency_Hz,Quaternion + gyro + acceleration + calibration record.,imu_stream_rate,BillieBot configuration,repo-configuration,SEN0253IMU::imuStreamRate,Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
SEN0253IMU,magnetometerStreamRate,Real,10,Hz,Frequency_Hz,Magnetometer record.,magnetometer_stream_rate,BillieBot configuration,repo-configuration,SEN0253IMU::magnetometerStreamRate,Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
SEN0253IMU,barometerStreamRate,Real,2,Hz,Frequency_Hz,Pressure + temperature record.,barometer_stream_rate,BillieBot configuration,repo-configuration,SEN0253IMU::barometerStreamRate,Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
RPLIDARA1,dimensions,String,96.8 x 70.3 x 55,mm,String,Manufacturer dimensions.,dimensions,Mechanical,manufacturer-stated,RPLIDARA1::dimensions,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
RPLIDARA1,mass,Real,170,g,Mass_g,Manufacturer weight.,mass,Mechanical,manufacturer-stated,RPLIDARA1::mass,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
RPLIDARA1,measurementRange,String,0.15 to 12,m,String,Nominal A1 range.,measurement_range,Measurement,manufacturer-stated,RPLIDARA1::measurementRange,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
