ImportOrder,ElementType,Name,Owner,TargetScope,Type,DefaultValue,Unit,RecommendedValueType,UnitLibraryHint,Lower,Upper,IdentificationKey,OriginalComponent,OriginalProperty,PropertyGroup,Category,Subsystem,Scope,Quantity,Provenance,Documentation,ModelingNote,SourceName,SourceURL
2.069,Value Property,sensorSupplyVoltageTypical,MLX90640ThermalCamera,MLX90640ThermalCamera,Real,3.3,V,Voltage_V,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,MLX90640ThermalCamera::sensorSupplyVoltageTypical,Adafruit MLX90640 55° Thermal Camera (PID 4407),sensor_supply_voltage_typical,Electrical,Thermal imager,Perception,on_robot_baseline,1,manufacturer-stated,Melexis sensor core.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Melexis/Adafruit,https://www.adafruit.com/product/4407; https://www.melexis.com/-/media/files/documents/datasheets/mlx90640-datasheet-melexis.pdf
2.070,Value Property,sensorCurrentTypical,MLX90640ThermalCamera,MLX90640ThermalCamera,Real,18,mA,Current_mA,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,MLX90640ThermalCamera::sensorCurrentTypical,Adafruit MLX90640 55° Thermal Camera (PID 4407),sensor_current_typical,Electrical,Thermal imager,Perception,on_robot_baseline,1,manufacturer-stated,MLX90640 sensor IC.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Melexis/Adafruit,https://www.adafruit.com/product/4407; https://www.melexis.com/-/media/files/documents/datasheets/mlx90640-datasheet-melexis.pdf
2.071,Value Property,sensorCurrentMax,MLX90640ThermalCamera,MLX90640ThermalCamera,Real,25,mA,Current_mA,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,MLX90640ThermalCamera::sensorCurrentMax,Adafruit MLX90640 55° Thermal Camera (PID 4407),sensor_current_max,Electrical,Thermal imager,Perception,on_robot_baseline,1,manufacturer-stated,MLX90640 sensor IC.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Melexis/Adafruit,https://www.adafruit.com/product/4407; https://www.melexis.com/-/media/files/documents/datasheets/mlx90640-datasheet-melexis.pdf
2.072,Value Property,sensorPowerTypical,MLX90640ThermalCamera,MLX90640ThermalCamera,Real,59.4,mW,Power_mW,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,MLX90640ThermalCamera::sensorPowerTypical,Adafruit MLX90640 55° Thermal Camera (PID 4407),sensor_power_typical,Electrical,Thermal imager,Perception,on_robot_baseline,1,calculated,3.3 V x 18 mA.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Melexis/Adafruit,https://www.adafruit.com/product/4407; https://www.melexis.com/-/media/files/documents/datasheets/mlx90640-datasheet-melexis.pdf
2.073,Value Property,interface,MLX90640ThermalCamera,MLX90640ThermalCamera,String,I2C,,String,none,1,1,MLX90640ThermalCamera::interface,Adafruit MLX90640 55° Thermal Camera (PID 4407),interface,Interface,Thermal imager,Perception,on_robot_baseline,1,manufacturer-stated,Slave device.,,Attached sensor references + Melexis/Adafruit,https://www.adafruit.com/product/4407; https://www.melexis.com/-/media/files/documents/datasheets/mlx90640-datasheet-melexis.pdf
2.074,Value Property,i2cAddress,MLX90640ThermalCamera,MLX90640ThermalCamera,String,0x33,,String,none,1,1,MLX90640ThermalCamera::i2cAddress,Adafruit MLX90640 55° Thermal Camera (PID 4407),i2c_address,Interface,Thermal imager,Perception,on_robot_baseline,1,manufacturer-stated,Default 7-bit address.,,Attached sensor references + Melexis/Adafruit,https://www.adafruit.com/product/4407; https://www.melexis.com/-/media/files/documents/datasheets/mlx90640-datasheet-melexis.pdf
2.075,Value Property,i2cClockMax,MLX90640ThermalCamera,MLX90640ThermalCamera,Real,1,MHz,Frequency_MHz,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,MLX90640ThermalCamera::i2cClockMax,Adafruit MLX90640 55° Thermal Camera (PID 4407),i2c_clock_max,Interface,Thermal imager,Perception,on_robot_baseline,1,manufacturer-stated,Fast-mode plus supported by sensor.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Melexis/Adafruit,https://www.adafruit.com/product/4407; https://www.melexis.com/-/media/files/documents/datasheets/mlx90640-datasheet-melexis.pdf
2.076,Value Property,applicationOutput,MLX90640ThermalCamera,MLX90640ThermalCamera,String,768-element float temperature array,,String,none,1,1,MLX90640ThermalCamera::applicationOutput,Adafruit MLX90640 55° Thermal Camera (PID 4407),application_output,Data,Thermal imager,Perception,on_robot_baseline,1,manufacturer-stated,Typical driver output after calibration/compensation.,,Attached sensor references + Melexis/Adafruit,https://www.adafruit.com/product/4407; https://www.melexis.com/-/media/files/documents/datasheets/mlx90640-datasheet-melexis.pdf
2.077,Value Property,applicationOutputUnits,MLX90640ThermalCamera,MLX90640ThermalCamera,String,degrees Celsius,,String,none,1,1,MLX90640ThermalCamera::applicationOutputUnits,Adafruit MLX90640 55° Thermal Camera (PID 4407),application_output_units,Data,Thermal imager,Perception,on_robot_baseline,1,manufacturer-stated,Each element represents calculated object temperature.,,Attached sensor references + Melexis/Adafruit,https://www.adafruit.com/product/4407; https://www.melexis.com/-/media/files/documents/datasheets/mlx90640-datasheet-melexis.pdf
2.078,Value Property,rosPublishRate,MLX90640ThermalCamera,MLX90640ThermalCamera,Real,4,Hz,Frequency_Hz,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,MLX90640ThermalCamera::rosPublishRate,Adafruit MLX90640 55° Thermal Camera (PID 4407),ros_publish_rate,BillieBot configuration,Thermal imager,Perception,on_robot_baseline,1,repo-configuration,Current thermal node publish rate; matches ~4 full images/s target.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",perception.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_perception/config/perception.yaml
2.079,Value Property,i2cBus,MLX90640ThermalCamera,MLX90640ThermalCamera,Real,1,,Real,none,1,1,MLX90640ThermalCamera::i2cBus,Adafruit MLX90640 55° Thermal Camera (PID 4407),i2c_bus,BillieBot configuration,Thermal imager,Perception,on_robot_baseline,1,repo-configuration,Configured Linux I2C bus.,,perception.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_perception/config/perception.yaml
2.080,Value Property,sensorModel,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,String,Sony IMX708,,String,none,1,1,RaspberryPiCameraModule3NoIR::sensorModel,Raspberry Pi Camera Module 3 NoIR (SC0873),sensor_model,Identification,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,"Back-illuminated stacked CMOS, Quad Bayer.",,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.081,Value Property,irCutFilter,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,String,absent,,String,none,1,1,RaspberryPiCameraModule3NoIR::irCutFilter,Raspberry Pi Camera Module 3 NoIR (SC0873),ir_cut_filter,Identification,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,NoIR variant; visible + near-IR sensitive.,,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.082,Value Property,dimensions,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,String,25 x 24 x 11.5,mm,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RaspberryPiCameraModule3NoIR::dimensions,Raspberry Pi Camera Module 3 NoIR (SC0873),dimensions,Mechanical,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,Approximate.,Textual structured value retained as String; unit column is metadata only.,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.083,Value Property,mass,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,Real,4,g,Mass_g,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RaspberryPiCameraModule3NoIR::mass,Raspberry Pi Camera Module 3 NoIR (SC0873),mass,Mechanical,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,Current Raspberry Pi camera hardware table.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.084,Value Property,resolution,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,String,4608 x 2592,pixels,String,custom ValueType/Unit likely required,1,1,RaspberryPiCameraModule3NoIR::resolution,Raspberry Pi Camera Module 3 NoIR (SC0873),resolution,Optical,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,11.9 MP effective.,Textual structured value retained as String; unit column is metadata only.,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.085,Value Property,megapixels,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,Real,11.9,MP,PixelCount_MP,custom ValueType/Unit likely required,1,1,RaspberryPiCameraModule3NoIR::megapixels,Raspberry Pi Camera Module 3 NoIR (SC0873),megapixels,Optical,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,Effective resolution.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.086,Value Property,pixelPitch,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,String,1.4 x 1.4,um,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RaspberryPiCameraModule3NoIR::pixelPitch,Raspberry Pi Camera Module 3 NoIR (SC0873),pixel_pitch,Optical,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,Pixel size.,Textual structured value retained as String; unit column is metadata only.,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.087,Value Property,sensorDiagonal,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,Real,7.4,mm,Length_mm,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RaspberryPiCameraModule3NoIR::sensorDiagonal,Raspberry Pi Camera Module 3 NoIR (SC0873),sensor_diagonal,Optical,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,Sensor image-area diagonal.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.088,Value Property,fovDiagonal,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,Real,75,deg,Angle_deg,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RaspberryPiCameraModule3NoIR::fovDiagonal,Raspberry Pi Camera Module 3 NoIR (SC0873),fov_diagonal,Optical,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,Standard-lens NoIR variant.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.089,Value Property,fovHorizontal,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,Real,66,deg,Angle_deg,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RaspberryPiCameraModule3NoIR::fovHorizontal,Raspberry Pi Camera Module 3 NoIR (SC0873),fov_horizontal,Optical,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,Standard field of view.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.090,Value Property,fovVertical,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,Real,41,deg,Angle_deg,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RaspberryPiCameraModule3NoIR::fovVertical,Raspberry Pi Camera Module 3 NoIR (SC0873),fov_vertical,Optical,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,Standard field of view.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.091,Value Property,focalLength,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,Real,4.74,mm,Length_mm,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RaspberryPiCameraModule3NoIR::focalLength,Raspberry Pi Camera Module 3 NoIR (SC0873),focal_length,Optical,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,Standard-lens module.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.092,Value Property,fNumber,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,Real,1.8,,Real,none,1,1,RaspberryPiCameraModule3NoIR::fNumber,Raspberry Pi Camera Module 3 NoIR (SC0873),f_number,Optical,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,Lens focal ratio.,,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.093,Value Property,focusRange,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,String,0.10 to infinity,m,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RaspberryPiCameraModule3NoIR::focusRange,Raspberry Pi Camera Module 3 NoIR (SC0873),focus_range,Optical,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,Motorized autofocus.,Source range retained as String for lossless import; consider remodeling later as min/max properties or an Enumeration.,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.094,Value Property,autofocus,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,String,phase-detection autofocus (PDAF),,String,none,1,1,RaspberryPiCameraModule3NoIR::autofocus,Raspberry Pi Camera Module 3 NoIR (SC0873),autofocus,Optical,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,Motorized focus.,,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.095,Value Property,shutter,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,String,rolling,,String,none,1,1,RaspberryPiCameraModule3NoIR::shutter,Raspberry Pi Camera Module 3 NoIR (SC0873),shutter,Optical,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,Rolling-shutter CMOS.,,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.096,Value Property,hdrOutputMax,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,Real,3,MP,PixelCount_MP,custom ValueType/Unit likely required,1,1,RaspberryPiCameraModule3NoIR::hdrOutputMax,Raspberry Pi Camera Module 3 NoIR (SC0873),hdr_output_max,Optical,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,HDR mode maximum output resolution.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.097,Value Property,videoMode2304x1296,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,Real,56,fps,FrameRate_fps,custom ValueType/Unit likely required,1,1,RaspberryPiCameraModule3NoIR::videoMode2304x1296,Raspberry Pi Camera Module 3 NoIR (SC0873),video_mode_2304x1296,Timing,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,Current Raspberry Pi hardware table.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.098,Value Property,videoMode1536x864,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,Real,120,fps,FrameRate_fps,custom ValueType/Unit likely required,1,1,RaspberryPiCameraModule3NoIR::videoMode1536x864,Raspberry Pi Camera Module 3 NoIR (SC0873),video_mode_1536x864,Timing,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,Current Raspberry Pi hardware table.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.099,Value Property,supplyVoltage,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,Real,3.3,V,Voltage_V,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RaspberryPiCameraModule3NoIR::supplyVoltage,Raspberry Pi Camera Module 3 NoIR (SC0873),supply_voltage,Electrical,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,Sourced through CSI connector.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.100,Value Property,currentEstimate,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,String,200 to 300,mA,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RaspberryPiCameraModule3NoIR::currentEstimate,Raspberry Pi Camera Module 3 NoIR (SC0873),current_estimate,Electrical,Visible/NIR camera,Perception,on_robot_baseline,1,engineering-estimate,Raspberry Pi does not publish a module current figure; engineering estimate from attached reference. Verify on hardware.,Source range retained as String for lossless import; consider remodeling later as min/max properties or an Enumeration.,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.101,Value Property,powerEstimate,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,String,0.66 to 1.0,W,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RaspberryPiCameraModule3NoIR::powerEstimate,Raspberry Pi Camera Module 3 NoIR (SC0873),power_estimate,Electrical,Visible/NIR camera,Perception,on_robot_baseline,1,engineering-estimate,Engineering estimate; verify on BillieBot.,Source range retained as String for lossless import; consider remodeling later as min/max properties or an Enumeration.,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.102,Value Property,operatingTemperature,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,String,0 to 50,degC,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RaspberryPiCameraModule3NoIR::operatingTemperature,Raspberry Pi Camera Module 3 NoIR (SC0873),operating_temperature,Environmental,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,Product brief range.,Source range retained as String for lossless import; consider remodeling later as min/max properties or an Enumeration.,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.103,Value Property,imageInterface,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,String,2-lane MIPI CSI-2,,String,none,1,1,RaspberryPiCameraModule3NoIR::imageInterface,Raspberry Pi Camera Module 3 NoIR (SC0873),image_interface,Interface,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,Image data interface.,,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.104,Value Property,nativeSensorOutput,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,String,RAW10 Bayer,,String,none,1,1,RaspberryPiCameraModule3NoIR::nativeSensorOutput,Raspberry Pi Camera Module 3 NoIR (SC0873),native_sensor_output,Data,Visible/NIR camera,Perception,on_robot_baseline,1,manufacturer-stated,CSI-2 packed raw sensor stream.,,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
2.105,Value Property,rosPublishRate,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,Real,5,Hz,Frequency_Hz,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RaspberryPiCameraModule3NoIR::rosPublishRate,Raspberry Pi Camera Module 3 NoIR (SC0873),ros_publish_rate,BillieBot configuration,Visible/NIR camera,Perception,on_robot_baseline,1,repo-configuration,Current NoIR node publish rate.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",perception.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_perception/config/perception.yaml
2.106,Value Property,publishedResolution,RaspberryPiCameraModule3NoIR,RaspberryPiCameraModule3NoIR,String,640 x 480,pixels,String,custom ValueType/Unit likely required,1,1,RaspberryPiCameraModule3NoIR::publishedResolution,Raspberry Pi Camera Module 3 NoIR (SC0873),published_resolution,BillieBot configuration,Visible/NIR camera,Perception,on_robot_baseline,1,repo-configuration,Current ROS node output size.,Textual structured value retained as String; unit column is metadata only.,perception.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_perception/config/perception.yaml
2.107,Value Property,seeedSku,ReSpeakerXVF3800,ReSpeakerXVF3800,String,101991441,,String,none,1,1,ReSpeakerXVF3800::seeedSku,Seeed reSpeaker XVF3800 USB 4-Mic Array,seeed_sku,Identification,Microphone array,Audio,on_robot_baseline,1,manufacturer-stated,Variant without XIAO ESP32S3.,,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
2.108,Value Property,voiceProcessor,ReSpeakerXVF3800,ReSpeakerXVF3800,String,XMOS XVF3800 / XU316,,String,none,1,1,ReSpeakerXVF3800::voiceProcessor,Seeed reSpeaker XVF3800 USB 4-Mic Array,voice_processor,Identification,Microphone array,Audio,on_robot_baseline,1,manufacturer-stated,xcore.ai voice processor.,,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
2.109,Value Property,audioCodec,ReSpeakerXVF3800,ReSpeakerXVF3800,String,TI TLV320AIC3104,,String,none,1,1,ReSpeakerXVF3800::audioCodec,Seeed reSpeaker XVF3800 USB 4-Mic Array,audio_codec,Identification,Microphone array,Audio,on_robot_baseline,1,manufacturer-stated,On-board audio codec.,,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
2.110,Value Property,microphoneCount,ReSpeakerXVF3800,ReSpeakerXVF3800,Integer,4,microphones,Integer,custom ValueType/Unit likely required,1,1,ReSpeakerXVF3800::microphoneCount,Seeed reSpeaker XVF3800 USB 4-Mic Array,microphone_count,Acoustic,Microphone array,Audio,on_robot_baseline,1,manufacturer-stated,PDM MEMS array.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
2.111,Value Property,pickupCoverage,ReSpeakerXVF3800,ReSpeakerXVF3800,Real,360,deg,Angle_deg,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,ReSpeakerXVF3800::pickupCoverage,Seeed reSpeaker XVF3800 USB 4-Mic Array,pickup_coverage,Acoustic,Microphone array,Audio,on_robot_baseline,1,manufacturer-stated,Azimuthal coverage.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
2.112,Value Property,farFieldPickupRangeMax,ReSpeakerXVF3800,ReSpeakerXVF3800,Real,5,m,Length_m,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,ReSpeakerXVF3800::farFieldPickupRangeMax,Seeed reSpeaker XVF3800 USB 4-Mic Array,far_field_pickup_range_max,Acoustic,Microphone array,Audio,on_robot_baseline,1,manufacturer-stated,Product capability claim; environment dependent.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
2.113,Value Property,agcRange,ReSpeakerXVF3800,ReSpeakerXVF3800,Real,60,dB,Level_dB,custom ValueType/Unit likely required,1,1,ReSpeakerXVF3800::agcRange,Seeed reSpeaker XVF3800 USB 4-Mic Array,agc_range,Acoustic,Microphone array,Audio,on_robot_baseline,1,manufacturer-stated,Automatic-gain-control range.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
2.114,Value Property,aec,ReSpeakerXVF3800,ReSpeakerXVF3800,Boolean,true,,Boolean,none,1,1,ReSpeakerXVF3800::aec,Seeed reSpeaker XVF3800 USB 4-Mic Array,aec,Acoustic,Microphone array,Audio,on_robot_baseline,1,manufacturer-stated,Full-duplex acoustic echo cancellation.,,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
2.115,Value Property,voiceActivityDetection,ReSpeakerXVF3800,ReSpeakerXVF3800,Boolean,true,,Boolean,none,1,1,ReSpeakerXVF3800::voiceActivityDetection,Seeed reSpeaker XVF3800 USB 4-Mic Array,voice_activity_detection,Acoustic,Microphone array,Audio,on_robot_baseline,1,manufacturer-stated,On-device VAD capability.,,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
2.116,Value Property,directionOfArrival,ReSpeakerXVF3800,ReSpeakerXVF3800,Boolean,true,,Boolean,none,1,1,ReSpeakerXVF3800::directionOfArrival,Seeed reSpeaker XVF3800 USB 4-Mic Array,direction_of_arrival,Acoustic,Microphone array,Audio,on_robot_baseline,1,manufacturer-stated,DoA metadata available.,,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
2.117,Value Property,sampleRate,ReSpeakerXVF3800,ReSpeakerXVF3800,Real,16000,Hz,Frequency_Hz,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,ReSpeakerXVF3800::sampleRate,Seeed reSpeaker XVF3800 USB 4-Mic Array,sample_rate,Data,Microphone array,Audio,on_robot_baseline,1,manufacturer-stated,Standard USB firmware.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
2.118,Value Property,endpointBitDepth,ReSpeakerXVF3800,ReSpeakerXVF3800,Integer,32,bits,BitCount_bits,custom ValueType/Unit likely required,1,1,ReSpeakerXVF3800::endpointBitDepth,Seeed reSpeaker XVF3800 USB 4-Mic Array,endpoint_bit_depth,Data,Microphone array,Audio,on_robot_baseline,1,manufacturer-stated,USB endpoint sample depth.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
2.119,Value Property,usbChannelOptions,ReSpeakerXVF3800,ReSpeakerXVF3800,String,2 / 6,channels,String,custom ValueType/Unit likely required,1,1,ReSpeakerXVF3800::usbChannelOptions,Seeed reSpeaker XVF3800 USB 4-Mic Array,usb_channel_options,Data,Microphone array,Audio,on_robot_baseline,1,manufacturer-stated,6-channel firmware exposes 2 processed + 4 raw microphones.,Source list retained as String for lossless import; consider remodeling later as min/max properties or an Enumeration.,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
2.120,Value Property,usbClass,ReSpeakerXVF3800,ReSpeakerXVF3800,String,USB Audio Class 2.0,,String,none,1,1,ReSpeakerXVF3800::usbClass,Seeed reSpeaker XVF3800 USB 4-Mic Array,usb_class,Interface,Microphone array,Audio,on_robot_baseline,1,manufacturer-stated,USB-C power + data.,,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
