SignalID,Name,Category,Subcategory,Description,SentBy,ReceivedBy,Direction,Interface,Protocol,DataType,ROSMessageType,Units,Rate,RateBasis,PhysicalMedium,SystemBoundary,SysMLRepresentation,ImplementationStatus,EvidenceType,SourceFile,SourceLocation,Confidence,Notes
SIG-0035,Navigate To Pose Feedback,ROS,Action Feedback,Feedback for the Navigate To Pose action.,Nav2 bt_navigator,approach_dog_server,Internal,navigate_to_pose,ROS 2 / DDS,nav2_msgs/action/NavigateToPose,,,,Action-dependent feedback,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/approach_dog_server.py,NavigateToPose ActionClient / goal dispatch,High,approach_dog_server dispatches goals; mission_controller declares a separate client but does not dispatch patrol goals.
SIG-0036,Navigate To Pose Result,ROS,Action Result,Completion result for the Navigate To Pose action.,Nav2 bt_navigator,approach_dog_server,Internal,navigate_to_pose,ROS 2 / DDS,nav2_msgs/action/NavigateToPose,,,,One result per accepted action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/approach_dog_server.py,NavigateToPose ActionClient / goal dispatch,High,approach_dog_server dispatches goals; mission_controller declares a separate client but does not dispatch patrol goals.
SIG-0037,Approach Dog Goal,ROS,Action Goal,Goal request for the Approach Dog action.,Mission / Future Policy Client,approach_dog_server,Internal,/approach_dog,ROS 2 / DDS,billiebot_interfaces/action/ApproachDog,,,,Event-driven action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/approach_dog_server.py,ApproachDog ActionServer,High,Server is implemented; standoff floor is 1.0 m. Policy client integration remains partial.
SIG-0038,Approach Dog Feedback,ROS,Action Feedback,Feedback for the Approach Dog action.,approach_dog_server,Mission / Future Policy Client,Internal,/approach_dog,ROS 2 / DDS,billiebot_interfaces/action/ApproachDog,,,,Action-dependent feedback,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/approach_dog_server.py,ApproachDog ActionServer,High,Server is implemented; standoff floor is 1.0 m. Policy client integration remains partial.
SIG-0039,Approach Dog Result,ROS,Action Result,Completion result for the Approach Dog action.,approach_dog_server,Mission / Future Policy Client,Internal,/approach_dog,ROS 2 / DDS,billiebot_interfaces/action/ApproachDog,,,,One result per accepted action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/approach_dog_server.py,ApproachDog ActionServer,High,Server is implemented; standoff floor is 1.0 m. Policy client integration remains partial.
SIG-0040,Retreat Goal,ROS,Action Goal,Goal request for the Retreat action.,Mission / Future Policy Client,retreat_server,Internal,/retreat,ROS 2 / DDS,billiebot_interfaces/action/Retreat,,,,Event-driven action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/retreat_server.py,Retreat ActionServer,High,Open-loop timed reverse motion.
SIG-0041,Retreat Feedback,ROS,Action Feedback,Feedback for the Retreat action.,retreat_server,Mission / Future Policy Client,Internal,/retreat,ROS 2 / DDS,billiebot_interfaces/action/Retreat,,,,Action-dependent feedback,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/retreat_server.py,Retreat ActionServer,High,Open-loop timed reverse motion.
SIG-0042,Retreat Result,ROS,Action Result,Completion result for the Retreat action.,retreat_server,Mission / Future Policy Client,Internal,/retreat,ROS 2 / DDS,billiebot_interfaces/action/Retreat,,,,One result per accepted action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/retreat_server.py,Retreat ActionServer,High,Open-loop timed reverse motion.
SIG-0043,Speak Goal,ROS,Action Goal,Goal request for the Speak action.,Mission / Future Policy Client,speaker_node,Internal,/speak,ROS 2 / DDS,billiebot_interfaces/action/Speak,,,,Event-driven action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_audio/billiebot_audio/speaker_node.py,Speak ActionServer,High,Speaker node implements /speak; mission wrapper also exposes /mission/speak.
SIG-0044,Speak Feedback,ROS,Action Feedback,Feedback for the Speak action.,speaker_node,Mission / Future Policy Client,Internal,/speak,ROS 2 / DDS,billiebot_interfaces/action/Speak,,,,Action-dependent feedback,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_audio/billiebot_audio/speaker_node.py,Speak ActionServer,High,Speaker node implements /speak; mission wrapper also exposes /mission/speak.
SIG-0045,Speak Result,ROS,Action Result,Completion result for the Speak action.,speaker_node,Mission / Future Policy Client,Internal,/speak,ROS 2 / DDS,billiebot_interfaces/action/Speak,,,,One result per accepted action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_audio/billiebot_audio/speaker_node.py,Speak ActionServer,High,Speaker node implements /speak; mission wrapper also exposes /mission/speak.
SIG-0046,Mission Speak Wrapper Goal,ROS,Action Goal,Goal request for the Mission Speak Wrapper action.,Mission / Future Policy Client,speak_server,Internal,/mission/speak,ROS 2 / DDS,billiebot_interfaces/action/Speak,,,,Event-driven action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Unclear,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/speak_server.py,Speak wrapper ActionServer,Medium,Implemented naming wrapper; architecture flags split naming with /speak.
SIG-0047,Mission Speak Wrapper Feedback,ROS,Action Feedback,Feedback for the Mission Speak Wrapper action.,speak_server,Mission / Future Policy Client,Internal,/mission/speak,ROS 2 / DDS,billiebot_interfaces/action/Speak,,,,Action-dependent feedback,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Unclear,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/speak_server.py,Speak wrapper ActionServer,Medium,Implemented naming wrapper; architecture flags split naming with /speak.
SIG-0048,Mission Speak Wrapper Result,ROS,Action Result,Completion result for the Mission Speak Wrapper action.,speak_server,Mission / Future Policy Client,Internal,/mission/speak,ROS 2 / DDS,billiebot_interfaces/action/Speak,,,,One result per accepted action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Unclear,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/speak_server.py,Speak wrapper ActionServer,Medium,Implemented naming wrapper; architecture flags split naming with /speak.
SIG-0049,Dispense Treat Goal,ROS,Action Goal,Goal request for the Dispense Treat action.,Future Policy Client,dispense_treat_server,Internal,/dispense_treat,ROS 2 / DDS,billiebot_interfaces/action/DispenseTreat,,,,Event-driven action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Planned,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/dispense_treat_server.py,DispenseTreat ActionServer,High,Interface/server stub exists but actuator behavior returns NOT_IMPLEMENTED.
SIG-0050,Dispense Treat Feedback,ROS,Action Feedback,Feedback for the Dispense Treat action.,dispense_treat_server,Future Policy Client,Internal,/dispense_treat,ROS 2 / DDS,billiebot_interfaces/action/DispenseTreat,,,,Action-dependent feedback,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Planned,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/dispense_treat_server.py,DispenseTreat ActionServer,High,Interface/server stub exists but actuator behavior returns NOT_IMPLEMENTED.
SIG-0051,Dispense Treat Result,ROS,Action Result,Completion result for the Dispense Treat action.,dispense_treat_server,Future Policy Client,Internal,/dispense_treat,ROS 2 / DDS,billiebot_interfaces/action/DispenseTreat,,,,One result per accepted action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Planned,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/dispense_treat_server.py,DispenseTreat ActionServer,High,Interface/server stub exists but actuator behavior returns NOT_IMPLEMENTED.
SIG-0052,Patrol Waypoints Goal,ROS,Action Goal,Goal request for the Patrol Waypoints action.,Mission Client,PatrolWaypoints Server (not implemented),Internal,/patrol_waypoints,ROS 2 / DDS,billiebot_interfaces/action/PatrolWaypoints,,,,Event-driven action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Planned,Source Code,billiebot_ws/src/billiebot_interfaces/action/PatrolWaypoints.action,Action definition only,High,Action definition exists; no server implementation is present.
SIG-0053,Patrol Waypoints Feedback,ROS,Action Feedback,Feedback for the Patrol Waypoints action.,PatrolWaypoints Server (not implemented),Mission Client,Internal,/patrol_waypoints,ROS 2 / DDS,billiebot_interfaces/action/PatrolWaypoints,,,,Action-dependent feedback,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Planned,Source Code,billiebot_ws/src/billiebot_interfaces/action/PatrolWaypoints.action,Action definition only,High,Action definition exists; no server implementation is present.
SIG-0054,Patrol Waypoints Result,ROS,Action Result,Completion result for the Patrol Waypoints action.,PatrolWaypoints Server (not implemented),Mission Client,Internal,/patrol_waypoints,ROS 2 / DDS,billiebot_interfaces/action/PatrolWaypoints,,,,One result per accepted action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Planned,Source Code,billiebot_ws/src/billiebot_interfaces/action/PatrolWaypoints.action,Action definition only,High,Action definition exists; no server implementation is present.
SIG-0055,Navigate Through Poses Goal,ROS,Action Goal,Goal request for the Navigate Through Poses action.,Patrol Executor (not implemented),Nav2 bt_navigator,Internal,navigate_through_poses,ROS 2 / DDS,nav2_msgs/action/NavigateThroughPoses,,,,Event-driven action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Planned,Source Code,billiebot_ws/src/billiebot_navigation/config/nav2_params.yaml,bt_navigator navigate_through_poses plugin,High,Nav2 supports the action but BillieBot has no active patrol executor client.
SIG-0056,Navigate Through Poses Feedback,ROS,Action Feedback,Feedback for the Navigate Through Poses action.,Nav2 bt_navigator,Patrol Executor (not implemented),Internal,navigate_through_poses,ROS 2 / DDS,nav2_msgs/action/NavigateThroughPoses,,,,Action-dependent feedback,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Planned,Source Code,billiebot_ws/src/billiebot_navigation/config/nav2_params.yaml,bt_navigator navigate_through_poses plugin,High,Nav2 supports the action but BillieBot has no active patrol executor client.
SIG-0057,Navigate Through Poses Result,ROS,Action Result,Completion result for the Navigate Through Poses action.,Nav2 bt_navigator,Patrol Executor (not implemented),Internal,navigate_through_poses,ROS 2 / DDS,nav2_msgs/action/NavigateThroughPoses,,,,One result per accepted action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Planned,Source Code,billiebot_ws/src/billiebot_navigation/config/nav2_params.yaml,bt_navigator navigate_through_poses plugin,High,Nav2 supports the action but BillieBot has no active patrol executor client.
SIG-0058,Spin Recovery Goal,ROS,Action Goal,Goal request for the Spin Recovery action.,Nav2 bt_navigator,Nav2 behavior_server,Internal,spin,ROS 2 / DDS,nav2 behavior action,,,,Event-driven action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_navigation/config/nav2_params.yaml,behavior_server behavior_plugins,High,
SIG-0059,Spin Recovery Feedback,ROS,Action Feedback,Feedback for the Spin Recovery action.,Nav2 behavior_server,Nav2 bt_navigator,Internal,spin,ROS 2 / DDS,nav2 behavior action,,,,Action-dependent feedback,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_navigation/config/nav2_params.yaml,behavior_server behavior_plugins,High,
SIG-0060,Spin Recovery Result,ROS,Action Result,Completion result for the Spin Recovery action.,Nav2 behavior_server,Nav2 bt_navigator,Internal,spin,ROS 2 / DDS,nav2 behavior action,,,,One result per accepted action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_navigation/config/nav2_params.yaml,behavior_server behavior_plugins,High,
SIG-0061,BackUp Recovery Goal,ROS,Action Goal,Goal request for the BackUp Recovery action.,Nav2 bt_navigator,Nav2 behavior_server,Internal,backup,ROS 2 / DDS,nav2 behavior action,,,,Event-driven action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_navigation/config/nav2_params.yaml,behavior_server behavior_plugins,High,
SIG-0062,BackUp Recovery Feedback,ROS,Action Feedback,Feedback for the BackUp Recovery action.,Nav2 behavior_server,Nav2 bt_navigator,Internal,backup,ROS 2 / DDS,nav2 behavior action,,,,Action-dependent feedback,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_navigation/config/nav2_params.yaml,behavior_server behavior_plugins,High,
SIG-0063,BackUp Recovery Result,ROS,Action Result,Completion result for the BackUp Recovery action.,Nav2 behavior_server,Nav2 bt_navigator,Internal,backup,ROS 2 / DDS,nav2 behavior action,,,,One result per accepted action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_navigation/config/nav2_params.yaml,behavior_server behavior_plugins,High,
SIG-0064,Wait Recovery Goal,ROS,Action Goal,Goal request for the Wait Recovery action.,Nav2 bt_navigator,Nav2 behavior_server,Internal,wait,ROS 2 / DDS,nav2 behavior action,,,,Event-driven action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_navigation/config/nav2_params.yaml,behavior_server behavior_plugins,High,
SIG-0065,Wait Recovery Feedback,ROS,Action Feedback,Feedback for the Wait Recovery action.,Nav2 behavior_server,Nav2 bt_navigator,Internal,wait,ROS 2 / DDS,nav2 behavior action,,,,Action-dependent feedback,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_navigation/config/nav2_params.yaml,behavior_server behavior_plugins,High,
SIG-0066,Wait Recovery Result,ROS,Action Result,Completion result for the Wait Recovery action.,Nav2 behavior_server,Nav2 bt_navigator,Internal,wait,ROS 2 / DDS,nav2 behavior action,,,,One result per accepted action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_navigation/config/nav2_params.yaml,behavior_server behavior_plugins,High,
SIG-0067,OAK-D RGB Preview,ROS,Image,Optional bench/operator RGB preview.,oakd_dog_detector,Operator ROS Tools,Outbound,/oak/rgb/preview,ROS 2 / DDS,image preview,sensor_msgs/msg/Image,pixels,5,Optional output on detector timer,DDS/Wi-Fi,BillieBot-to-External,ItemFlow,Test/Bench Only,Source Code; Test,billiebot_ws/src/billiebot_perception/billiebot_perception/oakd_dog_detector.py,optional bench publisher,High,Current source implements this output; older MBSE documentation called the RGB preview missing.
SIG-0068,OAK-D Depth Preview,ROS,Depth,Optional bench/operator depth preview.,oakd_dog_detector,Operator ROS Tools,Outbound,/oak/depth/preview,ROS 2 / DDS,depth image preview,sensor_msgs/msg/Image,depth pixels,5,Optional output on detector timer,DDS/Wi-Fi,BillieBot-to-External,ItemFlow,Test/Bench Only,Source Code; Test,billiebot_ws/src/billiebot_perception/billiebot_perception/oakd_dog_detector.py,optional bench publisher,High,
SIG-0069,OAK-D Detector Diagnostics,ROS,Diagnostic,Optional OAK-D detector diagnostic telemetry.,oakd_dog_detector,Bench Test Recorder,Internal,/bench/oakd_detector/diagnostics,ROS 2 / DDS,diagnostic array,diagnostic_msgs/msg/DiagnosticArray,,1,Optional diagnostics timer at 1 Hz,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Test/Bench Only,Source Code; Test,billiebot_ws/src/billiebot_perception/billiebot_perception/oakd_dog_detector.py,optional diagnostics publisher,High,
SIG-0070,Sensor Nano IMU,ROS,Measurement,"Orientation quaternion, angular velocity, and acceleration bridged from Sensor Nano.",SensorNanoBridge,Bench EKF,Internal,/imu/data,ROS 2 / DDS,IMU measurement,sensor_msgs/msg/Imu,quaternion; rad/s; m/s^2,50,firmware IMU_PERIOD_US=20000,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Test/Bench Only,Firmware; Source Code; Test,billiebot_ws/src/billiebot_sensor_tests/launch/sensor_nano_imu_ekf_bench.launch.py,bench launch,High,Not included by current rung-14 full bringup; production EKF IMU input is disabled.
SIG-0070,Sensor Nano IMU,ROS,Measurement,"Orientation quaternion, angular velocity, and acceleration bridged from Sensor Nano.",SensorNanoBridge,Bench Test Recorder,Internal,/imu/data,ROS 2 / DDS,IMU measurement,sensor_msgs/msg/Imu,quaternion; rad/s; m/s^2,50,firmware IMU_PERIOD_US=20000,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Test/Bench Only,Firmware; Source Code; Test,billiebot_ws/src/billiebot_sensor_tests/billiebot_sensor_tests/sensor_nano/sensor_nano_bridge.py,IMU publisher,High,Not included by current rung-14 full bringup; production EKF IMU input is disabled.
SIG-0071,Sensor Nano Magnetometer,ROS,Measurement,BNO055 magnetic-field measurement bridged by Sensor Nano.,SensorNanoBridge,Bench Test Recorder,Internal,/imu/mag,ROS 2 / DDS,magnetic field vector,sensor_msgs/msg/MagneticField,T,10,firmware MAG_PERIOD_US=100000,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Test/Bench Only,Firmware; Source Code; Test,billiebot_ws/src/billiebot_sensor_tests/billiebot_sensor_tests/sensor_nano/sensor_nano_bridge.py,conditional magnetometer publisher,High,
SIG-0072,Barometric Pressure,ROS,Measurement,BMP280 atmospheric pressure bridged by Sensor Nano.,SensorNanoBridge,Bench Test Recorder,Internal,/barometer/pressure,ROS 2 / DDS,fluid pressure,sensor_msgs/msg/FluidPressure,Pa,2,firmware BARO_PERIOD_US=500000,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Test/Bench Only,Firmware; Source Code; Test,billiebot_ws/src/billiebot_sensor_tests/billiebot_sensor_tests/sensor_nano/sensor_nano_bridge.py,pressure publisher,High,
SIG-0073,Barometer Temperature,ROS,Measurement,BMP280 temperature bridged by Sensor Nano.,SensorNanoBridge,Bench Test Recorder,Internal,/barometer/temperature,ROS 2 / DDS,temperature,sensor_msgs/msg/Temperature,degC,2,firmware BARO_PERIOD_US=500000,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Test/Bench Only,Firmware; Source Code; Test,billiebot_ws/src/billiebot_sensor_tests/billiebot_sensor_tests/sensor_nano/sensor_nano_bridge.py,temperature publisher,High,
SIG-0074,Sensor Nano Raw Battery ADC,ROS,Diagnostic,Averaged raw battery ADC count from Sensor Nano.,SensorNanoBridge,Bench Test Recorder,Internal,/bench/battery/adc,ROS 2 / DDS,float32,std_msgs/msg/Float32,counts,5,Sensor Nano battery record rate,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Test/Bench Only,Source Code; Firmware; Test,billiebot_ws/src/billiebot_sensor_tests/billiebot_sensor_tests/sensor_nano/sensor_nano_bridge.py,raw ADC publisher,High,
SIG-0075,Sensor Nano Diagnostics,ROS,Diagnostic,"Bridge/firmware health diagnostics covering serial, parsing, I2C, and sensor status.",SensorNanoBridge,Bench Test Recorder,Internal,/bench/sensor_nano/diagnostics,ROS 2 / DDS,diagnostic array,diagnostic_msgs/msg/DiagnosticArray,,1,Host diagnostic timer / firmware status record 1 Hz,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Test/Bench Only,Source Code; Firmware; Test,billiebot_ws/src/billiebot_sensor_tests/billiebot_sensor_tests/sensor_nano/sensor_nano_bridge.py,diagnostics publisher,High,
SIG-0076,Body-to-Wheel Velocity Targets,Software Data,Command,Differential-drive inverse-kinematics result mapping body Twist to left/right wheel angular-velocity targets.,base_bridge command logic,base_bridge serial command generator,Internal,,,left/right wheel angular velocity,,rad/s,30,Evaluated in base_bridge 30 Hz update loop,Process memory,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,cmd_vel handling / inverse kinematics,High,
SIG-0077,Wheel Counts-per-Loop Target,Software Data,Command,Left/right target encoder counts per 30 Hz Motor Nano PID interval.,base_bridge inverse kinematics,base_bridge UART formatter,Internal,,,signed counts per PID frame,,counts/loop,30,Base update and firmware PID rate 30 Hz,Process memory / UART,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,counts-per-loop conversion,High,
SIG-0078,Motor PID Error,Software Data,Control,Per-wheel difference between target counts-per-frame and measured encoder counts.,Motor Nano encoder/PID state,Left Motor PID controller,Internal,,,signed count error,,counts/loop,30,PID_RATE=30 Hz,MCU memory,Internal,Value/Data,Production,Source Code,reference_my_bot/diff-drive-motor-controller/arduino-nano-firmware/ROSArduinoBridge/diff_controller.h,updatePID(),High,
SIG-0078,Motor PID Error,Software Data,Control,Per-wheel difference between target counts-per-frame and measured encoder counts.,Motor Nano encoder/PID state,Right Motor PID controller,Internal,,,signed count error,,counts/loop,30,PID_RATE=30 Hz,MCU memory,Internal,Value/Data,Production,Source Code,reference_my_bot/diff-drive-motor-controller/arduino-nano-firmware/ROSArduinoBridge/diff_controller.h,updatePID(),High,
SIG-0079,Left Cumulative Encoder Count,Software Data,Encoder,Cumulative signed left encoder tick count maintained by Motor Nano.,Left Encoder ISR,Motor Nano encoder-read command handler,Internal,,,signed long integer,,counts,,Updated on quadrature edges; host reads at 30 Hz,MCU memory,Internal,Value/Data,Production,Source Code,reference_my_bot/diff-drive-motor-controller/arduino-nano-firmware/ROSArduinoBridge/encoder_driver.ino,left_enc_pos / PCINT2_vect,High,
SIG-0080,Right Cumulative Encoder Count,Software Data,Encoder,Cumulative signed right encoder tick count maintained by Motor Nano.,Right Encoder ISR,Motor Nano encoder-read command handler,Internal,,,signed long integer,,counts,,Updated on quadrature edges; host reads at 30 Hz,MCU memory,Internal,Value/Data,Production,Source Code,reference_my_bot/diff-drive-motor-controller/arduino-nano-firmware/ROSArduinoBridge/encoder_driver.ino,right_enc_pos / PCINT1_vect,High,
SIG-0081,Left Encoder Delta,Software Data,Encoder,Change in left cumulative count over one host update.,base_bridge encoder parser,base_bridge odometry integrator,Internal,,,signed tick delta,,counts,30,Derived in 30 Hz update loop,Process memory,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,odometry integration,High,
SIG-0082,Right Encoder Delta,Software Data,Encoder,Change in right cumulative count over one host update.,base_bridge encoder parser,base_bridge odometry integrator,Internal,,,signed tick delta,,counts,30,Derived in 30 Hz update loop,Process memory,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,odometry integration,High,
SIG-0083,Odometry Pose Increment,Software Data,State,"Midpoint-arc differential-drive delta-x, delta-y, and delta-yaw.",base_bridge odometry integrator,base_bridge ROS publishers,Internal,,,delta x/y/yaw,,m; rad,30,base_bridge update loop,Process memory,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,midpoint-arc integration,High,
SIG-0084,Motor Nano Battery ADC Count,Software Data,Measurement,Raw 10-bit ADC result returned for the production battery-divider channel.,Motor Nano ADC,base_bridge battery conversion,Internal,,,integer ADC count,,counts,1,battery_read_interval_sec=1.0,UART payload / process memory,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,read_battery() / serial 'a',High,
SIG-0085,Converted Battery Pack Voltage,Software Data,Measurement,"Battery-pack voltage calculated from ADC count, ADC reference, and divider ratio.",base_bridge battery conversion,base_bridge BatteryState publisher,Internal,,,float,,V,1,Computed on each battery ADC read,Process memory,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,read_battery() conversion,High,
SIG-0086,Battery Low Event,Software Data,Event,Threshold-crossing event when battery voltage is at/below the 10.5 V SAFE threshold.,mission_controller battery guard,Mission State Machine,Internal,,,threshold event,,V,,Event-driven; battery checked on 2 Hz mission tick,Process memory / ROS-derived,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/mission_controller.py,battery safety precheck,High,
SIG-0087,Battery Critical State,Software Data,State,Battery health classification at/below the documented 9.9 V critical threshold.,base_bridge battery conversion,BatteryState message builder,Internal,,,health enum,,V,1,Computed with production BatteryState,Process memory,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,battery health mapping,High,
SIG-0088,Command Deadman Timeout,Software Data,Event,Timeout event after no velocity command is received for 0.5 s.,base_bridge deadman monitor,base_bridge motor-zero logic,Internal,,,timeout event,,s,,Checked at 30 Hz; threshold 0.5 s,Process memory,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,cmd_timeout_sec gate,High,
SIG-0089,Motor Firmware Watchdog Timeout,Software Data,Event,Independent firmware timeout after 500 ms without a motor command.,Motor Nano watchdog,Motor Nano motor output logic,Internal,,,timeout event,,ms,,AUTO_STOP_INTERVAL=500 ms,MCU memory,Internal,Signal,Production,Source Code,reference_my_bot/diff-drive-motor-controller/arduino-nano-firmware/ROSArduinoBridge/ROSArduinoBridge.ino,loop() AUTO_STOP_INTERVAL,High,
SIG-0090,E-Stop Latched State,Software Data,State,Local base-bridge state that inhibits motor output while e-stop is active.,base_bridge e-stop service,base_bridge command gate,Internal,,,bool,,,,Set/cleared by /e_stop service,Process memory,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,estop_callback() / update(),High,
SIG-0091,OAK-D RGB Frame,Software Data,Image,Color frame generated by the OAK-D RGB camera inside the DepthAI pipeline.,OAK-D RGB Camera,OAK-D RVC2 spatial detection pipeline,Internal,,,RGB image,,pixels,,Device pipeline continuous; host output 5 Hz,OAK-D internal pipeline / USB XLink,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/oakd_dog_detector.py,DepthAI ColorCamera pipeline,High,
SIG-0092,OAK-D Stereo Depth Frame,Software Data,Depth,Stereo-derived depth map aligned to the RGB frame.,OAK-D Stereo Cameras / StereoDepth,OAK-D spatial detection network,Internal,,,depth image,,mm,,Device pipeline continuous; host loop ≤5 Hz,OAK-D internal pipeline / USB XLink,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/oakd_dog_detector.py,StereoDepth pipeline / align RGB,High,
SIG-0093,YOLO Dog Candidate,Software Data,Perception,YOLO spatial-network dog-class candidate retained above confidence threshold.,OAK-D RVC2 YOLO network,oakd_dog_detector host logic,Internal,,,bbox + class + confidence + spatial coordinates,,pixels; m,,Per spatial detection; host sampled by 5 Hz detector timer,OAK-D internal pipeline / USB XLink,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/oakd_dog_detector.py,YOLOSpatialDetectionNetwork / class 16,High,
SIG-0094,OAK-D Spatial Coordinates,Software Data,Measurement,3-D X/Y/Z coordinates attached to a spatial dog detection.,OAK-D spatial calculator,DogDetection3D message builder,Internal,,,float3,,m,,Per detection; converted mm→m,OAK-D pipeline / host memory,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/oakd_dog_detector.py,spatialCoordinates conversion,High,
SIG-0095,MLX90640 Temperature Array,Software Data,Measurement,32×24 calibrated temperature array read from the thermal sensor.,MLX90640,thermal_node acquisition logic,Internal,,,768 temperatures,,degC,8,Sensor refresh configured 8 Hz; ROS timer is separately 4 Hz,I2C bus / process memory,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/thermal_node.py,refresh-rate config / getFrame,High,
