component,category,subsystem,scope,quantity,property_group,property,value,units,value_type,provenance,notes,source_name,source_url
Raspberry Pi Camera Module 3 NoIR (SC0873),Visible/NIR camera,Perception,on_robot_baseline,1,Optical,autofocus,phase-detection autofocus (PDAF),,string,manufacturer-stated,Motorized focus.,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
Raspberry Pi Camera Module 3 NoIR (SC0873),Visible/NIR camera,Perception,on_robot_baseline,1,Optical,shutter,rolling,,string,manufacturer-stated,Rolling-shutter CMOS.,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
Raspberry Pi Camera Module 3 NoIR (SC0873),Visible/NIR camera,Perception,on_robot_baseline,1,Optical,hdr_output_max,3,MP,number,manufacturer-stated,HDR mode maximum output resolution.,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
Raspberry Pi Camera Module 3 NoIR (SC0873),Visible/NIR camera,Perception,on_robot_baseline,1,Timing,video_mode_2304x1296,56,fps,number,manufacturer-stated,Current Raspberry Pi hardware table.,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
Raspberry Pi Camera Module 3 NoIR (SC0873),Visible/NIR camera,Perception,on_robot_baseline,1,Timing,video_mode_1536x864,120,fps,number,manufacturer-stated,Current Raspberry Pi hardware table.,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
Raspberry Pi Camera Module 3 NoIR (SC0873),Visible/NIR camera,Perception,on_robot_baseline,1,Electrical,supply_voltage,3.3,V,number,manufacturer-stated,Sourced through CSI connector.,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
Raspberry Pi Camera Module 3 NoIR (SC0873),Visible/NIR camera,Perception,on_robot_baseline,1,Electrical,current_estimate,200 to 300,mA,range,engineering-estimate,Raspberry Pi does not publish a module current figure; engineering estimate from attached reference. Verify on hardware.,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
Raspberry Pi Camera Module 3 NoIR (SC0873),Visible/NIR camera,Perception,on_robot_baseline,1,Electrical,power_estimate,0.66 to 1.0,W,range,engineering-estimate,Engineering estimate; verify on BillieBot.,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
Raspberry Pi Camera Module 3 NoIR (SC0873),Visible/NIR camera,Perception,on_robot_baseline,1,Environmental,operating_temperature,0 to 50,degC,range,manufacturer-stated,Product brief range.,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
Raspberry Pi Camera Module 3 NoIR (SC0873),Visible/NIR camera,Perception,on_robot_baseline,1,Interface,image_interface,2-lane MIPI CSI-2,,string,manufacturer-stated,Image data interface.,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
Raspberry Pi Camera Module 3 NoIR (SC0873),Visible/NIR camera,Perception,on_robot_baseline,1,Data,native_sensor_output,RAW10 Bayer,,string,manufacturer-stated,CSI-2 packed raw sensor stream.,Attached sensor references + Raspberry Pi,https://www.raspberrypi.com/documentation/accessories/camera.html
Raspberry Pi Camera Module 3 NoIR (SC0873),Visible/NIR camera,Perception,on_robot_baseline,1,BillieBot configuration,ros_publish_rate,5.0,Hz,number,repo-configuration,Current NoIR node publish rate.,perception.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_perception/config/perception.yaml
Raspberry Pi Camera Module 3 NoIR (SC0873),Visible/NIR camera,Perception,on_robot_baseline,1,BillieBot configuration,published_resolution,640 x 480,pixels,string,repo-configuration,Current ROS node output size.,perception.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_perception/config/perception.yaml
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,Identification,seeed_sku,101991441,,string,manufacturer-stated,Variant without XIAO ESP32S3.,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,Identification,voice_processor,XMOS XVF3800 / XU316,,string,manufacturer-stated,xcore.ai voice processor.,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,Identification,audio_codec,TI TLV320AIC3104,,string,manufacturer-stated,On-board audio codec.,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,Acoustic,microphone_count,4,microphones,number,manufacturer-stated,PDM MEMS array.,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,Acoustic,pickup_coverage,360,deg,number,manufacturer-stated,Azimuthal coverage.,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,Acoustic,far_field_pickup_range_max,5,m,number,manufacturer-stated,Product capability claim; environment dependent.,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,Acoustic,agc_range,60,dB,number,manufacturer-stated,Automatic-gain-control range.,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,Acoustic,aec,yes,,boolean,manufacturer-stated,Full-duplex acoustic echo cancellation.,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,Acoustic,voice_activity_detection,yes,,boolean,manufacturer-stated,On-device VAD capability.,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,Acoustic,direction_of_arrival,yes,,boolean,manufacturer-stated,DoA metadata available.,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,Data,sample_rate,16000,Hz,number,manufacturer-stated,Standard USB firmware.,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,Data,endpoint_bit_depth,32,bits,number,manufacturer-stated,USB endpoint sample depth.,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,Data,usb_channel_options,2 / 6,channels,list,manufacturer-stated,6-channel firmware exposes 2 processed + 4 raw microphones.,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,Interface,usb_class,USB Audio Class 2.0,,string,manufacturer-stated,USB-C power + data.,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,Electrical,supply_voltage,5,V,number,manufacturer-stated,USB bus powered.,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,Electrical,xvf3800_core_power_usb,0.4,W,number,manufacturer-stated,XMOS core typical in USB mode; not total board power.,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,Electrical,board_power_estimate,1 to 2,W,range,engineering-estimate,Seeed does not publish full board power; LEDs/speaker can materially increase draw.,Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,Electrical,board_current_estimate,200 to 400,mA,range,engineering-estimate,"At 5 V, LEDs/speaker excluded; verify on hardware.",Attached sensor references + Seeed,https://wiki.seeedstudio.com/respeaker_xvf3800_introduction/
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,BillieBot configuration,audio_sample_rate,16000,Hz,number,repo-configuration,Audio classifier input sample rate.,audio.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_audio/config/audio.yaml
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,BillieBot configuration,classifier_publish_rate,2.0,Hz,number,repo-configuration,Audio event classifier publish rate.,audio.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_audio/config/audio.yaml
Seeed reSpeaker XVF3800 USB 4-Mic Array,Microphone array,Audio,on_robot_baseline,1,BillieBot configuration,classification_input_channels,2,channels,number,repo-configuration,Current classifier uses 2-channel capture and channel 1 for classification.,audio.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_audio/config/audio.yaml
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Identification,board_sku,SEN0253,,string,manufacturer-stated,DFRobot Gravity 10-DOF IMU AHRS.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Identification,orientation_sensor,Bosch BNO055,,string,manufacturer-stated,9-axis absolute-orientation sensor with onboard fusion.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Identification,pressure_sensor,Bosch BMP280,,string,manufacturer-stated,Barometric pressure + temperature.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Mechanical,dimensions,32 x 27,mm,string,manufacturer-stated,Carrier board dimensions.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Electrical,input_voltage,3.3 to 5,V,range,manufacturer-stated,Board-level supply.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Electrical,board_current_published,5,mA,number,manufacturer-stated,DFRobot value conflicts with BNO055 component current; do not use blindly for battery budget.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Electrical,bno055_9dof_current_max,12.3,mA,number,manufacturer-stated,Bosch BNO055 total supply current in 9-DOF at 100 Hz under listed conditions.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Electrical,billiebot_design_current_allocation,20,mA,number,engineering-estimate,Conservative design allocation at 5 V pending measurement.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Environmental,board_operating_temperature,-40 to 80,degC,range,manufacturer-stated,DFRobot board specification.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Interface,interface,I2C,,string,manufacturer-stated,BNO055 and BMP280 are independent I2C devices.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Interface,bno055_i2c_address,0x28,,string,manufacturer-stated,Default; 0x29 selectable.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Interface,bmp280_i2c_address,0x76,,string,manufacturer-stated,Default on SEN0253.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,IMU - Accelerometer,accelerometer_range_options,±2 / ±4 / ±8 / ±16,g,list,manufacturer-stated,Fusion mode automatically uses ±4 g.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,IMU - Accelerometer,accelerometer_resolution,14,bits,number,manufacturer-stated,Internal accelerometer resolution.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,IMU - Accelerometer,accelerometer_noise_density_typical,150,ug/sqrt(Hz),number,manufacturer-stated,Typical.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,IMU - Accelerometer,accelerometer_zero_g_offset_typical,±80,mg,string,manufacturer-stated,Typical.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,IMU - Gyroscope,gyroscope_range_options,±125 / ±250 / ±500 / ±1000 / ±2000,deg/s,list,manufacturer-stated,Fusion modes use ±2000 deg/s.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,IMU - Gyroscope,gyroscope_resolution,16,bits,number,manufacturer-stated,Internal gyro resolution.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,IMU - Gyroscope,gyroscope_zero_rate_offset_typical,±1,deg/s,string,manufacturer-stated,Typical.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,IMU - Gyroscope,gyroscope_output_noise_typical,0.1,deg/s RMS,number,manufacturer-stated,At BW = 47 Hz.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,IMU - Magnetometer,magnetometer_range_xy,±1300,uT,string,manufacturer-stated,Typical.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,IMU - Magnetometer,magnetometer_range_z,±2500,uT,string,manufacturer-stated,Typical.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,IMU - Magnetometer,magnetometer_resolution,0.3,uT,number,manufacturer-stated,Device resolution.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,IMU - Magnetometer,heading_accuracy_typical,±2.5,deg,string,manufacturer-stated,"Fully calibrated, ideal tilt compensation and 30 uT horizontal field; robot magnetic environment can dominate.",Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,IMU - Fusion,ndof_fusion_output_rate,100,Hz,number,manufacturer-stated,Quaternion/orientation fusion output.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,IMU - Fusion,magnetometer_output_rate_ndof,20,Hz,number,manufacturer-stated,Magnetometer rate in NDOF.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Pressure,pressure_range,300 to 1100,hPa,range,manufacturer-stated,BMP280 measurement range.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Pressure,relative_pressure_accuracy,±0.12,hPa,string,manufacturer-stated,Approximately ±1 m relative altitude under specified conditions.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Pressure,absolute_pressure_accuracy,±1.0,hPa,string,manufacturer-stated,Approximately ±8.3 m altitude equivalent.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Pressure,pressure_resolution_ultra_high,0.0016,hPa,number,manufacturer-stated,0.16 Pa output resolution in ultra-high-resolution mode.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Pressure,pressure_rms_noise_ultra_high,1.3,Pa,number,manufacturer-stated,Approximately 11 cm altitude equivalent.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Pressure,pressure_rms_noise_filtered,0.2,Pa,number,manufacturer-stated,Lowest filtered value in Bosch characterization.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Temperature,temperature_accuracy_at_25c,±0.5,degC,string,manufacturer-stated,BMP280 component specification.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Temperature,temperature_accuracy_0_to_65c,±1.0,degC,string,manufacturer-stated,BMP280 full-accuracy region.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,Temperature,temperature_resolution,0.01,degC,number,manufacturer-stated,Compensated output resolution.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,BillieBot configuration,sensor_nano_serial_baudrate,115200,baud,number,repo-configuration,Sensor Nano firmware link rate.,Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
