SignalID,Name,Category,Subcategory,Description,SentBy,ReceivedBy,Direction,Interface,Protocol,DataType,ROSMessageType,Units,Rate,RateBasis,PhysicalMedium,SystemBoundary,SysMLRepresentation,ImplementationStatus,EvidenceType,SourceFile,SourceLocation,Confidence,Notes
SIG-0055,BNO055 Magnetometer Register Data,Digital Electrical,I2C,Three-axis magnetometer vector read from the BNO055 over I2C.,BNO055,Sensor Nano,Internal,"I2C address 0x28, VECTOR_MAGNETOMETER",I2C,int16 register triple,,uT,10,Timer period in source code (MAG_PERIOD_US 100000 us),I2C bus,Internal,ItemFlow,Production,Firmware,billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/sensor_nano.ino,sampleMagnetometer() lines 455-467,High,"Uses the Adafruit getVector() path rather than bnoRead(), so a failed transaction here is not detected the way the IMU path detects one. Gated on g_bno_ok. Compile-time switch ENABLE_MAGNETOMETER can drop this record."
SIG-0056,BMP280 Pressure and Temperature Register Data,Digital Electrical,I2C,Compensated pressure and temperature read from the BMP280 over I2C.,BMP280,Sensor Nano,Internal,I2C address 0x76,I2C,float pressure and temperature,,Pa,2,Timer period in source code (BAROMETER_PERIOD_US 500000 us),I2C bus,Internal,ItemFlow,Production,Firmware,billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/sensor_nano.ino,sampleBarometer() lines 494-523; setSampling() lines 601-605,High,"Oversampling is set explicitly (x2 temperature, x16 pressure, filter x16, 63 ms standby) so the device conversion time is bounded against the 2 Hz emission slot. Implausible samples are counted and dropped, never transmitted."
SIG-0057,MLX90640 Thermal Frame Data,Digital Electrical,I2C,768-element (32x24) calibrated temperature frame read from the MLX90640 over I2C.,MLX90640,Raspberry Pi 5,Internal,"I2C bus 1, address 0x33",I2C,float32[768] temperature array,,degC,8,Sensor refresh configured in source code (RefreshRate.REFRESH_8_HZ),I2C bus,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/thermal_node.py,init_mlx90640() refresh_rate line 58; getFrame() line 73,High,"This is the SENSOR refresh rate (8 Hz), deliberately distinct from the 4 Hz ROS publication rate of /thermal/image. The node polls getFrame() on its own 4 Hz timer, so roughly half the sensor frames are never read."
SIG-0058,NoIR CSI-2 Image Stream,Digital Electrical,Image,Raw Bayer/RGB888 frames transported from the Pi Camera 3 NoIR to the Raspberry Pi 5 over the MIPI CSI-2 link.,Pi Camera 3 NoIR,Raspberry Pi 5,Internal,CSI-0,MIPI CSI-2,RGB888 frame,,pixels,5,Derived from the node capture timer (publish_rate_hz 5.0); the camera's own frame rate is not configured unless frame_duration_us is set,CSI ribbon cable,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/noir_cam_node.py,init_camera() create_still_configuration(); real_publish() capture_array(),Medium,"capture_array() is pulled by the ROS timer, so the 5 Hz figure is the read rate rather than a configured sensor frame rate. build_camera_config() can optionally set FrameDurationLimits but defaults to a sentinel meaning 'do not touch'."
SIG-0059,OAK-D USB3 Device Link,Digital Electrical,Image,"XLink stream over USB3 carrying spatial detections and, when enabled, RGB and depth preview frames from the OAK-D Lite to the Jetson.",OAK-D Lite,Jetson Orin Nano,Internal,USB3,USB,XLink packet stream,,,5,Derived from the host output-queue poll rate (publish_rate_hz 5.0),USB cable,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/oakd_dog_detector.py,"XLinkOut 'detections'/'preview'/'depth_preview', lines 175-205",High,"Inference runs on the OAK-D's RVC2, not the Jetson GPU. udev rule 99-billiebot.rules grants non-root access by matching vendor 03e7 alone because the device re-enumerates across product IDs while booting its firmware."
SIG-0060,Lidar USB-UART Link,Digital Electrical,UART,CP2102 USB-to-UART link carrying the RPLidar A1 measurement stream to the Jetson.,RPLidar A1,Jetson Orin Nano,Internal,/dev/serial/by-id/usb-Silicon_Labs_CP2102_..._0001-if00-port0,UART serial,RPLidar binary measurement frames,,,,"Link baud is 115200 (a bus rate, not a signal rate); scan rate is set by the lidar motor",USB cable,Internal,ItemFlow,Production,Configuration,billiebot_ws/src/billiebot_bringup/config/lidar.yaml,rplidar_node serial_port / serial_baudrate,High,The by-id path is used deliberately instead of ttyUSBn because enumeration order swaps between the lidar and the Arduino (GAP-20). No udev symlink rule is installed for it.
SIG-0061,ReSpeaker USB Audio Stream,Digital Electrical,Sound,USB Audio Class isochronous stream carrying beamformed and raw microphone channels from the XVF3800 to the Raspberry Pi 5.,ReSpeaker XVF3800,Raspberry Pi 5,Internal,USB (via powered hub),USB,"float32 PCM, 2 channels",,Hz,16000,Configured (audio.yaml sample_rate: 16000),USB cable,Internal,ItemFlow,Production,Configuration,billiebot_ws/src/billiebot_audio/config/audio.yaml,audio_classifier sample_rate / input_channels / classification_channel,High,"Rate here is the audio SAMPLE rate in Hz, not a message publication rate. Two channels are opened and classification_channel 1 is the one fed to YAMNet. The specifications document notes 6-channel firmware would also expose the four raw mics; the repository configures 2."
SIG-0062,XVF3800 Vendor Control Transfer,Digital Electrical,Command,USB vendor control requests used to read direction-of-arrival and to read/write the GPO and LED-effect resources on the XVF3800.,Raspberry Pi 5,ReSpeaker XVF3800,Internal,"USB control endpoint, resource 20 (GPO)",USB,uint8/uint16 control payloads,,,,Event-driven for DoA reads; power-policy re-verification is on a 30 s timer,USB cable,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_audio/billiebot_audio/xvf3800_control.py,"Xvf3800Device._read/_write lines 235-297; CMD_DOA_VALUE 18, CMD_LED_EFFECT 12, CMD_GPO 0/1",High,Read requests set wValue = 0x80 | command_id. All writes are volatile -- nothing is committed to device flash. X0D30 (mic mute) is read and reported but never written.
SIG-0063,XVF3800 Direction of Arrival Reading,Software Data,Measurement,"Beam azimuth and speech-detected flag returned by the XVF3800 DoA resource, used to populate AudioEvent.doa_deg.",ReSpeaker XVF3800,audio_classifier,Internal,"USB control read, CMD_DOA_VALUE (18)",USB,uint16 degrees + uint16 speech flag,,deg,,Event-driven: read once per published /audio/events message,USB cable,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_audio/billiebot_audio/xvf3800_control.py,read_doa() line 319; audio_classifier._publish_event() DoA fetch,High,Valid range 0-359 deg. DT-AUD-02 requires proving the value is not fixed at zero; that test is listed as not performed in the bench results.
SIG-0064,XVF3800 GPO Power Policy State,Digital Electrical,State,"LED-ring power, onboard-amplifier enable and microphone-mute GPO pin states enforced and verified over USB.",ReSpeaker XVF3800,audio_classifier,Internal,"USB control read, CMD_GPO_READ_VALUES (0), resource 20",USB,uint8[5] pin states,,,,Configured: verified every 30 s (xvf3800_power_verify_period_sec),USB cable,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_audio/billiebot_audio/xvf3800_control.py,read_gpo() line 302; ensure_billiebot_power_policy() line 351,High,Read-before-write: zero writes are performed when the device is already compliant. Strict mode makes an unverifiable policy a hard startup failure.
SIG-0065,I2S Audio Output Stream,Digital Electrical,Sound,I2S PCM audio from the Raspberry Pi 5 to the MAX98357A class-D amplifier.,Raspberry Pi 5,MAX98357A I2S Amplifier,Internal,Pi I2S GPIO,I2S,PCM audio,,,,"Unknown; the repository plays WAV files through ALSA 'plughw:0,0' and configures no I2S parameters",Copper wire,Internal,ItemFlow,Unclear,Documentation,docs/md/BillieBot_System_Design.md,BDD-04 'amp : MAX98357A I2S amp'; IBD-01 c11,Medium,"speaker_node shells out to 'aplay -D plughw:0,0'; nothing in the repository confirms that device maps to the MAX98357A rather than another ALSA card. sounds_dir defaults to empty, so real playback would fail until it is configured."
SIG-0066,Amplified Speaker Drive,Analog Electrical,Measurement,Class-D amplified analog output driving the 3 W speaker voice coil.,MAX98357A I2S Amplifier,Speaker,Internal,Amplifier output terminals,Analog voltage,audio-frequency drive,,V,,Continuous physical interaction,Copper wire,Internal,Energy Flow,Documentation Only,Documentation,docs/md/MBSE_SYSTEM_DECOMPOSITION.md,IBD-01 c12 'amp.out -> spk',Medium,"Appears only in the architecture documents. No amplifier gain, impedance, or speaker part number is given beyond '3 W speaker'."
SIG-0067,Motor Nano Serial Link,Digital Electrical,UART,Bidirectional USB-serial link between the Jetson and the Motor Nano carrying the ASCII command/response protocol.,Jetson Orin Nano,Motor Nano,Internal,/dev/serial/by-id/usb-1a86_USB_Serial-if00-port0,UART serial,ASCII command frames,,,,Link baud is 57600 (a bus rate); the command exchange itself runs at 30 Hz,USB cable,Internal,ItemFlow,Production,Configuration,billiebot_ws/src/billiebot_base/config/base_driver.yaml,base_bridge port / baudrate: 57600,High,README notes the design document said 115200 but the working firmware uses 57600. This is the safety-critical link: losing it for more than 500 ms must stop the motors (SYS-PLT-5).
SIG-0068,Wheel Velocity Command Frame,Software Data,Command,ASCII 'm <left> <right>' frame carrying per-wheel target speeds in encoder counts per PID loop.,base_bridge,Motor Nano,Internal,UART serial 'm' command,UART serial,int counts-per-loop pair,,counts,30,Timer period in source code (publish_rate_hz 30.0 drives update()),USB cable,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,send_motor_command() lines 282-285; update() line 400,High,"Sent unconditionally every update tick, including 'm 0 0' on command timeout or e-stop, which is also what keeps the Motor Nano's 500 ms watchdog fed. rad_s_to_counts_per_loop() converts using encoder_ticks_per_rev and pid_rate_hz."
SIG-0069,Encoder Count Query,Software Data,Command,ASCII 'e' request asking the Motor Nano for the current cumulative encoder tick totals.,base_bridge,Motor Nano,Internal,UART serial 'e' command,UART serial,ASCII command,,,30,Timer period in source code (publish_rate_hz 30.0),USB cable,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,read_encoders() lines 251-264,High,
SIG-0070,Encoder Count Reply,Software Data,Encoder,Space-separated cumulative left and right encoder tick totals returned by the Motor Nano.,Motor Nano,base_bridge,Internal,UART serial 'e' reply,UART serial,int32 tick pair,,counts,30,Derived from serial loop timing: one reply per 'e' request at 30 Hz,USB cable,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,read_encoders() parse lines 257-263,High,"Cumulative totals, not deltas; base_bridge differences them. Sign is applied host-side via left_encoder_sign / right_encoder_sign."
SIG-0071,Encoder Reset Command,Software Data,Command,ASCII 'r' frame zeroing both encoder accumulators on the Motor Nano at bridge start-up.,base_bridge,Motor Nano,Internal,UART serial 'r' command,UART serial,ASCII command,,,,Event-driven: once at start-up when reset_encoders_on_start is true,USB cable,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,reset_encoders() lines 242-249,High,Acknowledged with 'OK'; the bridge retries up to five reads before giving up silently.
SIG-0072,Battery ADC Query,Software Data,Command,ASCII 'a <pin>' frame asking the Motor Nano to sample the battery-divider analog input.,base_bridge,Motor Nano,Internal,UART serial 'a' command,UART serial,ASCII command,,,1,Timer period in source code (battery_read_interval_sec 1.0),USB cable,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,read_battery() line 314,High,battery_pin defaults to 0 (A0).
SIG-0073,Battery ADC Count Reply,Software Data,Measurement,Raw 10-bit ADC count of the battery divider returned by the Motor Nano.,Motor Nano,base_bridge,Internal,UART serial 'a' reply,UART serial,uint16 ADC count (0-1023),,counts,1,Derived from serial loop timing: one reply per 'a' request at 1 Hz,USB cable,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,read_battery() parse and conversion lines 319-322,High,"Converted host-side as V = adc * 5.0 / 1023.0 * battery_divider_ratio (6.0). In mock mode MockSerial returns a constant 429 counts (~12.58 V), which means battery-triggered SAFE mode can never fire in mock."
SIG-0074,Serial Heartbeat Watchdog Timeout,Software Data,Diagnostic,Motor Nano autonomous motor cutoff when no serial command arrives within the AUTO_STOP_INTERVAL window.,Motor Nano,L298N Motor Driver,Internal,Firmware watchdog (AUTO_STOP_INTERVAL),,timeout event,,s,,Event-driven: fires 500 ms after the last received command,Copper wire,Internal,Signal,Planned,Documentation,firmware/README.md,'Arduino ROSArduinoBridge -- Watchdog Timer Change' section,Medium,"firmware/README.md documents this as a REQUIRED CHANGE from the stock 2000 ms to 500 ms, satisfying SYS-PLT-5. Because the Motor Nano firmware is not in this repository, there is no evidence in-repo that the change has been applied. base_bridge's 30 Hz command cadence keeps it fed in normal operation."
SIG-0075,Sensor Nano Serial Link,Digital Electrical,UART,USB-serial link from the Sensor Nano to the Jetson carrying CRC-framed ASCII telemetry records.,Sensor Nano,Jetson Orin Nano,Internal,USB serial,UART serial,CRC-16/CCITT-FALSE framed ASCII lines,,,,Link baud is 115200 (a bus rate); aggregate offered load is documented at ~58% of the link,USB cable,Internal,ItemFlow,Test/Bench Only,Firmware,billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/sensor_nano.ino,SERIAL_BAUD 115200UL line 68; emitRecord() lines 255-268,High,Each record is terminated '*XXXX\n' where XXXX is the CRC-16/CCITT-FALSE hex. The firmware self-checks crc16('123456789') == 0x29B1 at boot. Status is Test/Bench Only because no production bringup launch file starts the sensor_nano_bridge; the firmware header calls itself 'production-candidate'.
SIG-0076,IMU Telemetry Record,Software Data,Telemetry,"Quaternion, gyroscope, accelerometer and BNO055 calibration levels in one CRC-framed line.",Sensor Nano,sensor_nano_bridge,Internal,USB serial record type 'I',UART serial,float quaternion + float[3] gyro + float[3] accel + uint8[4] calibration,,,50,Timer period in firmware (IMU_PERIOD_US 20000 us),USB cable,Internal,Signal,Test/Bench Only,Firmware,billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/sensor_nano.ino,"sampleImu() emit, lines 436-451",High,"Fields are lossless against each sensor's own quantum: 5 decimals quaternion, 4 gyro, 3 accel. A failed I2C transaction drops the whole sample rather than shipping zeros. Parsed by billiebot_sensor_tests/sensor_nano/protocol.py, which shares the CRC implementation with the firmware."
SIG-0077,Magnetometer Telemetry Record,Software Data,Telemetry,Three-axis magnetometer vector in one CRC-framed line.,Sensor Nano,sensor_nano_bridge,Internal,USB serial record type 'M',UART serial,float[3],,uT,10,Timer period in firmware (MAG_PERIOD_US 100000 us),USB cable,Internal,Signal,Test/Bench Only,Firmware,billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/sensor_nano.ino,"sampleMagnetometer() emit, lines 462-466",High,"Transmitted in microtesla rather than tesla to avoid eight decimals of fixed-point text; the bridge scales to tesla. Parsed by billiebot_sensor_tests/sensor_nano/protocol.py, which shares the CRC implementation with the firmware."
SIG-0078,Battery ADC Telemetry Record,Software Data,Telemetry,Mean raw ADC count of the battery divider accumulated since the previous record.,Sensor Nano,sensor_nano_bridge,Internal,USB serial record type 'B',UART serial,float mean ADC count,,counts,5,Timer period in firmware (BATTERY_PERIOD_US 200000 us),USB cable,Internal,Signal,Test/Bench Only,Firmware,billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/sensor_nano.ino,accumulateBatteryAdc() line 474; emitBattery() lines 481-492,High,"One conversion is accumulated per loop iteration, so each record averages hundreds of samples without delaying the IMU path. The firmware deliberately carries no divider ratio, ADC reference or threshold -- the Jetson bridge owns every conversion. Parsed by billiebot_sensor_tests/sensor_nano/protocol.py, which shares the CRC implementation with the firmware."
SIG-0079,Barometer Telemetry Record,Software Data,Telemetry,Plausibility-checked BMP280 pressure and temperature in one CRC-framed line.,Sensor Nano,sensor_nano_bridge,Internal,USB serial record type 'P',UART serial,float pressure + float temperature,,Pa,2,Timer period in firmware (BAROMETER_PERIOD_US 500000 us),USB cable,Internal,Signal,Test/Bench Only,Firmware,billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/sensor_nano.ino,"sampleBarometer() emit, lines 519-522",High,"Samples outside 30-110 kPa or -40 to 85 degC are counted and dropped rather than transmitted. Parsed by billiebot_sensor_tests/sensor_nano/protocol.py, which shares the CRC implementation with the firmware."
SIG-0080,Sensor Nano Status Record,Software Data,Telemetry,"Peripheral health flags, BNO055 fusion mode and cumulative error counters.",Sensor Nano,sensor_nano_bridge,Internal,USB serial record type 'S',UART serial,uint8 flags + uint8 mode + uint16 counters,,,1,Timer period in firmware (STATUS_PERIOD_US 1000000 us),USB cable,Internal,Signal,Test/Bench Only,Firmware,billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/sensor_nano.ino,emitStatus() lines 525-541,High,"Fusion mode is read back from the chip rather than echoing the compile-time #define, so a modified build cannot misrepresent a captured run. Counters cover I2C errors, IMU read errors, BMP errors, reinits and dropped IMU records. Parsed by billiebot_sensor_tests/sensor_nano/protocol.py, which shares the CRC implementation with the firmware."
SIG-0081,Sensor Nano Sequence Counter,Software Data,Diagnostic,Monotonic 32-bit counter shared by every record type so a dropped frame of any type is a single global discontinuity.,Sensor Nano,sensor_nano_bridge,Internal,Record field 2 of every record,UART serial,uint32,,counts,,Event-driven: one increment per emitted record (aggregate ~68 records/s),USB cable,Internal,FlowProperty,Test/Bench Only,Firmware,billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/sensor_nano.ino,beginRecord() line 242; g_seq declaration line 156,High,UT-IMU-01 gates on ut_imu_01_max_sequence_discontinuity_fraction 0.001.
SIG-0082,Sensor Nano Uptime Timestamp,Software Data,Diagnostic,Firmware micros() value carried in every record and surfaced as an uptime figure in diagnostics.,Sensor Nano,sensor_nano_bridge,Internal,Record field 3 of every record,UART serial,uint32 microseconds,,s,,Event-driven: one per emitted record,USB cable,Internal,FlowProperty,Test/Bench Only,Firmware,billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/sensor_nano.ino,beginRecord() line 243,High,Explicitly never interpreted as ROS or Unix epoch time; it rolls over every ~71.6 minutes. The bridge stamps messages with the ROS clock at the moment the line is received in the reader thread.
SIG-0083,Sensor Nano CRC Self-Check Error Line,Software Data,Diagnostic,"Plain 'E,crc16_self_check_failed' line emitted at boot if the firmware CRC implementation disagrees with the canonical check value.",Sensor Nano,sensor_nano_bridge,Internal,USB serial (unframed line),UART serial,ASCII text,,,,"Event-driven: at most once, during setup()",USB cable,Internal,Signal,Test/Bench Only,Firmware,billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/sensor_nano.ino,setup() lines 612-614,High,"Not a member of RECORD_TYPES, so the bridge's parser rejects it as malformed and counts it -- the failure surfaces as a parse error rather than as a decoded diagnostic."
SIG-0084,Target Wheel Angular Velocity,Software Data,Command,Per-wheel angular-velocity setpoints derived from the commanded body twist by the differential-drive inverse kinematics.,base_bridge,base_bridge,Internal,BaseBridge.target_left_rad_s / target_right_rad_s,,float64 pair,,rad/s,30,Consumed by the 30 Hz update() timer; produced on each /cmd_vel callback,,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,cmd_callback() lines 268-275,High,"Uses wheel_separation 0.298 m and wheel_radius 0.034 m, both flagged as unmeasured in MEASURE_ME.md. Included because it is the architectural translation point between body-frame command and wheel-frame command. Receiver context: (internal to the node: cmd_callback -> update)."
SIG-0085,Encoder Tick Delta,Software Data,Encoder,"Per-cycle difference in cumulative encoder counts, the primitive from which all wheel motion is derived.",base_bridge,base_bridge,Internal,dleft_ticks / dright_ticks,,int32 pair,,counts,30,Timer period in source code (publish_rate_hz 30.0),,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,update() lines 420-421,High,Converted to radians with rad_per_tick = 2*pi/encoder_ticks_per_rev. Receiver context: (internal: update -> odometry integration).
SIG-0086,Wheel Angular Velocity Estimate,Software Data,Velocity,"Software estimate of each wheel's angular velocity, computed from the tick delta and elapsed time.",base_bridge,base_bridge,Internal,BaseBridge.left_vel / right_vel,,float64 pair,,rad/s,30,Timer period in source code (publish_rate_hz 30.0),,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,update() lines 429-430,High,"Distinct from the physical wheel angular velocity signal; this is the estimate, subject to encoder_ticks_per_rev calibration error. Receiver context: (internal: feeds /joint_states)."
SIG-0087,Integrated Odometric Pose,Software Data,Position,"Dead-reckoned x, y and yaw obtained by integrating the differential-drive kinematics over each cycle.",base_bridge,base_bridge,Internal,BaseBridge.x / y / yaw,,float64 triple,,m,30,Timer period in source code (publish_rate_hz 30.0),,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,update() lines 432-446,High,Uses the midpoint-yaw arc approximation when |dyaw| >= 1e-12. Yaw is unbounded (never wrapped). Receiver context: (internal: feeds /odom and optional odom->base_link TF).
SIG-0088,Battery Voltage Estimate,Software Data,Measurement,Pack voltage reconstructed from a raw ADC count using the divider ratio and ADC reference.,base_bridge,base_bridge,Internal,BaseBridge.read_battery(),,float32,,V,1,Timer period in source code (battery_read_interval_sec 1.0),,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,read_battery() line 321,High,V = adc * 5.0 / 1023.0 * 6.0. The same conversion exists independently in the Sensor Nano path (battery_metrics.adc_to_volts) with the reference voltage and ratio exposed as parameters. Both are nominal until BLK-07/BLK-08 measurements are taken. Receiver context: (internal: feeds /battery_state).
SIG-0089,Battery Health Classification,Software Data,State,Mapping of pack voltage onto BatteryState power-supply status and health enums at the 10.5 V and 9.9 V thresholds.,base_bridge,base_bridge,Internal,BaseBridge.publish_battery(),,uint8 enum pair,,V,1,Timer period in source code (battery_read_interval_sec 1.0),,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,publish_battery() lines 334-342,High,"BLK-06: low voltage is mapped onto POWER_SUPPLY_HEALTH_COLD, which is a temperature health code. Per-cell voltages are synthesised by dividing pack voltage by cell count rather than measured. The Sensor Nano bridge deliberately does neither. Receiver context: (internal: populates /battery_state)."
SIG-0090,Quaternion Frame Convention Transform,Software Data,State,"Optional documented world-frame rotation applied to the BNO055 fusion quaternion before publication, plus renormalisation.",sensor_nano_bridge,sensor_nano_bridge,Internal,orientation_frame_convention parameter,,quaternion,,,50,One transform per received IMU record (50 Hz),,Internal,Value/Data,Test/Bench Only,Source Code,billiebot_ws/src/billiebot_sensor_tests/billiebot_sensor_tests/sensor_nano/sensor_nano_bridge.py,"_publish_imu() apply_orientation_convention / normalize_quaternions, ~lines 313-330",High,"Default 'bno055_native' publishes the chip quaternion unchanged; 'nwu_to_enu' applies a +90 deg yaw change. BLK-14: the chip's fusion world frame is not yet verified on this hardware, which is why native is the default. Receiver context: (internal: feeds /imu/data)."
SIG-0091,IMU Covariance Assignment,Software Data,State,"Provisional diagonal covariances attached to orientation, angular velocity and linear acceleration in the published Imu message.",sensor_nano_bridge,sensor_nano_bridge,Internal,*_covariance_diagonal parameters,,float64[9] x3,,,50,One assignment per published IMU message (50 Hz),,Internal,Value/Data,Test/Bench Only,Source Code,billiebot_ws/src/billiebot_sensor_tests/billiebot_sensor_tests/sensor_nano/sensor_nano_bridge.py,_diagonal_covariance() lines 177-187; declarations lines 91-93,High,BLK-15: explicitly NOT a characterised accuracy claim. Non-zero because robot_localization treats an all-zero covariance as unknown and substitutes a destabilising tiny default. Receiver context: (internal: populates /imu/data).
SIG-0092,Serial Parse Statistics,Software Data,Diagnostic,"Running counts of good records, CRC failures, malformed records, queue drops and overlong-line discards on the Sensor Nano link.",sensor_nano_bridge,sensor_nano_bridge,Internal,StreamStats,,counter dictionary,,counts,1,Published at diagnostics_period_sec 1.0,,Internal,Value/Data,Test/Bench Only,Source Code,billiebot_ws/src/billiebot_sensor_tests/billiebot_sensor_tests/sensor_nano/sensor_nano_bridge.py,_publish_diagnostics() ~lines 445-495; export_stats() ~line 512,High,Also written to a bag-independent exports/ file so a run stays diagnosable when the bag is missing or truncated. Receiver context: (internal: feeds diagnostics and the stats export file).
SIG-0093,Spatial Detection Coordinates,Software Data,Position,"On-device stereo-derived 3-D coordinates of a detection, converted from DepthAI millimetres to metres in the camera optical frame.",OAK-D Lite,oakd_dog_detector,Internal,XLink 'detections' stream,USB,float32 xyz,,m,5,Timer period in source code (publish_rate_hz 5.0),USB cable,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/oakd_dog_detector.py,"real_detect() spatialCoordinates conversion, lines 251-254",High,Depth thresholds are set to 100-5000 mm and the bounding-box scale factor to 0.5. Depth is aligned to CAM_A so boxes map correctly into the depth image.
SIG-0094,Normalised Bounding Box,Software Data,Image,"DepthAI normalised [0,1] detection box scaled to 416x416 pixel coordinates and clamped to the frame.",oakd_dog_detector,oakd_dog_detector,Internal,scale_bbox(),,"int32 x,y,w,h",,pixels,5,Timer period in source code (publish_rate_hz 5.0),,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/oakd_dog_detector.py,scale_bbox() lines 25-35,High,"Appendix B-11: the previous int(det.xmin) truncated every real box to approximately zero because the coordinates are always in [0,1]. Preview size is fixed at 416 px. Receiver context: (internal: populates DogDetection3D)."
SIG-0095,Thermal Temperature Frame Array,Software Data,Image,768-element float temperature list read from the MLX90640 and reused as the buffer for both image publication and blob detection.,thermal_node,thermal_node,Internal,ThermalNode._frame,,float32[768],,degC,4,Timer period in source code (publish_rate_hz 4.0),,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/thermal_node.py,real_publish() lines 70-79,High,Receiver context: (internal: feeds /thermal/image and blob detection).
SIG-0096,Warm Blob Statistics,Software Data,Measurement,"Centroid, pixel area, maximum and mean temperature of pixels falling inside the 30-40 degC dog window.",thermal_node,thermal_node,Internal,detect_warm_blob(),,float centroid + int area + float temps,,degC,4,Timer period in source code (publish_rate_hz 4.0),,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/thermal_node.py,detect_warm_blob() lines 110-137,High,"A single global threshold, not connected-component labelling, so two separate warm objects merge into one 'blob'. DT-THM-01 recorded a 7.84% baseline false-positive blob rate against an empty scene. Receiver context: (internal: populates ThermalBlob)."
SIG-0097,Audio Ring Buffer Waveform,Software Data,Sound,Mono float32 waveform window pulled from the continuous-capture ring buffer for each classification cycle.,audio_classifier,audio_classifier,Internal,AudioRingBuffer.read_last(),,float32 waveform,,,2,Timer period in source code (publish_rate_hz 2.0),,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_audio/billiebot_audio/audio_classifier.py,_real_classify_continuous() window_samples = sample_rate * chunk_duration_sec (0.975 s),High,"continuous_capture:=false restores the original blocking sd.rec() path, documented in-code as the confirmed non-functional 2 Hz-cadence bug and kept only as an explicit rollback. Receiver context: (internal: feeds YAMNet inference)."
SIG-0098,Audio Energy Level,Software Data,Measurement,"RMS energy of the classification window in dB, used as the gate before YAMNet inference and reported in AudioEvent.energy_db.",audio_classifier,audio_classifier,Internal,_classify_waveform(),,float32,,dB,2,Timer period in source code (publish_rate_hz 2.0),,Internal,Value/Data,Production,Source Code,billiebot_ws/src/billiebot_audio/billiebot_audio/audio_classifier.py,_classify_waveform() rms / energy_db computation,High,"Gate threshold energy_threshold_db defaults to -40.0 dB. dB reference is 20*log10(RMS) of the float32 waveform, i.e. dBFS-like, not SPL. Receiver context: (internal: energy gate and event payload)."
