rowType,elementID,elementName,ownerPackage,owningBlock,stereotype,typeName,primitiveType,defaultValue,unitName,unitSymbol,quantityKind,multiplicity,provenance,documentation
ValueProperty,VP_OAKDLiteRGBCamera_bandwidthAt1080p30NV12,bandwidthAt1080p30NV12,BillieBot::Hardware::Sensors::Vision,OAK-D Lite RGB Camera,,MegabytePerSecond,Real,93,megabyte per second,MB/s,data rate,1,Calculated,1920 x 1080 x 1.5 bytes x 30 fps. Use on-device H.265 encoding to avoid this. [Value provenance: Calculated. Master row: OAK-D Lite RGB Camera / Bandwidth at 1080p30 NV12.]
Block,BLK_OAKDLiteMonoCamera,OAK-D Lite Mono Camera,BillieBot::Hardware::Sensors::Vision,,Block,,,,,,,,,BillieBot hardware component. Category: Sensor - Vision.
ValueProperty,VP_OAKDLiteMonoCamera_imageSensor,imageSensor,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Mono Camera,,String,String,OmniVision OV7251,,,,1,Datasheet,"Two identical units, left and right. [Value provenance: Datasheet. Master row: OAK-D Lite Mono Camera / Image Sensor.]"
ValueProperty,VP_OAKDLiteMonoCamera_quantity,quantity,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Mono Camera,,Integer,Integer,2,one,1,dimensionless count,1,Datasheet,Left and right of the stereo pair. [Value provenance: Datasheet. Master row: OAK-D Lite Mono Camera / Quantity.]
ValueProperty,VP_OAKDLiteMonoCamera_pixelArrayWidth,pixelArrayWidth,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Mono Camera,,Pixel,Integer,640,pixel,px,dimensionless count,1,Datasheet,[Value provenance: Datasheet. Master row: OAK-D Lite Mono Camera / Pixel Array Width.]
ValueProperty,VP_OAKDLiteMonoCamera_pixelArrayHeight,pixelArrayHeight,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Mono Camera,,Pixel,Integer,480,pixel,px,dimensionless count,1,Datasheet,[Value provenance: Datasheet. Master row: OAK-D Lite Mono Camera / Pixel Array Height.]
ValueProperty,VP_OAKDLiteMonoCamera_opticalFormat,opticalFormat,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Mono Camera,,Inch,String,1/7.5,inch,in,length,1,Datasheet,[Value provenance: Datasheet. Master row: OAK-D Lite Mono Camera / Optical Format.]
ValueProperty,VP_OAKDLiteMonoCamera_effectiveFocalLength,effectiveFocalLength,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Mono Camera,,Millimetre,Real,1.3,millimetre,mm,length,1,Datasheet,[Value provenance: Datasheet. Master row: OAK-D Lite Mono Camera / Effective Focal Length.]
ValueProperty,VP_OAKDLiteMonoCamera_fieldOfViewDiagonal,fieldOfViewDiagonal,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Mono Camera,,Degree,Real,86,degree,deg,plane angle,1,Datasheet,Datasheet states 85.6 deg. [Value provenance: Datasheet. Master row: OAK-D Lite Mono Camera / Field of View Diagonal.]
ValueProperty,VP_OAKDLiteMonoCamera_fieldOfViewHorizontal,fieldOfViewHorizontal,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Mono Camera,,Degree,Real,73,degree,deg,plane angle,1,Datasheet,Datasheet states 72.9 deg. [Value provenance: Datasheet. Master row: OAK-D Lite Mono Camera / Field of View Horizontal.]
ValueProperty,VP_OAKDLiteMonoCamera_fieldOfViewVertical,fieldOfViewVertical,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Mono Camera,,Degree,Real,58,degree,deg,plane angle,1,Datasheet,Datasheet states 57.7 deg. [Value provenance: Datasheet. Master row: OAK-D Lite Mono Camera / Field of View Vertical.]
ValueProperty,VP_OAKDLiteMonoCamera_shutterType,shutterType,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Mono Camera,,String,String,Global,,,,1,Datasheet,Important on a moving platform - no rolling-shutter skew. [Value provenance: Datasheet. Master row: OAK-D Lite Mono Camera / Shutter Type.]
ValueProperty,VP_OAKDLiteMonoCamera_focusType,focusType,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Mono Camera,,String,String,Fixed,,,,1,Datasheet,[Value provenance: Datasheet. Master row: OAK-D Lite Mono Camera / Focus Type.]
ValueProperty,VP_OAKDLiteMonoCamera_focusRangeMin,focusRangeMin,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Mono Camera,,Metre,Real,0.065,metre,m,length,1,Datasheet,6.5 cm to infinity. [Value provenance: Datasheet. Master row: OAK-D Lite Mono Camera / Focus Range Min.]
ValueProperty,VP_OAKDLiteMonoCamera_maxFrameRate,maxFrameRate,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Mono Camera,,FramePerSecond,Real,120,frame per second,fps,frame rate,1,Datasheet,[Value provenance: Datasheet. Master row: OAK-D Lite Mono Camera / Max Frame Rate.]
ValueProperty,VP_OAKDLiteMonoCamera_outputPixelFormat,outputPixelFormat,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Mono Camera,,String,String,GRAY8,,,,1,Datasheet,8-bit luminance. Native sensor output is 8- or 10-bit RAW. [Value provenance: Datasheet. Master row: OAK-D Lite Mono Camera / Output Pixel Format.]
ValueProperty,VP_OAKDLiteMonoCamera_infraredSensitive,infraredSensitive,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Mono Camera,,Boolean,Boolean,false,,,,1,Datasheet,OAK-D Lite has no IR dot projector and no IR illuminator. [Value provenance: Datasheet. Master row: OAK-D Lite Mono Camera / Infrared Sensitive.]
Block,BLK_OAKDLiteStereoDepth,OAK-D Lite Stereo Depth,BillieBot::Hardware::Sensors::Vision,,Block,,,,,,,,,BillieBot hardware component. Category: Sensor - Vision.
ValueProperty,VP_OAKDLiteStereoDepth_stereoBaseline,stereoBaseline,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Stereo Depth,,Millimetre,Real,75,millimetre,mm,length,1,Datasheet,[Value provenance: Datasheet. Master row: OAK-D Lite Stereo Depth / Stereo Baseline.]
ValueProperty,VP_OAKDLiteStereoDepth_depthRangeMin,depthRangeMin,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Stereo Depth,,Metre,Real,0.8,metre,m,length,1,Conflict,Luxonis hardware docs say 0.8-12 m; the shop page says 0.4-8 m. Characterise on the robot before fixing nav thresholds. [Value provenance: Conflict. Master row: OAK-D Lite Stereo Depth / Depth Range Min.]
ValueProperty,VP_OAKDLiteStereoDepth_depthRangeMax,depthRangeMax,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Stereo Depth,,Metre,Real,12,metre,m,length,1,Conflict,See Depth Range Min note. Alternate official figure is 8 m. [Value provenance: Conflict. Master row: OAK-D Lite Stereo Depth / Depth Range Max.]
ValueProperty,VP_OAKDLiteStereoDepth_minz480pExtendedDisparity,minz480pExtendedDisparity,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Stereo Depth,,Metre,Real,0.2,metre,m,length,1,Datasheet,Closest measurable distance with extended disparity enabled. [Value provenance: Datasheet. Master row: OAK-D Lite Stereo Depth / MinZ 480p Extended Disparity.]
ValueProperty,VP_OAKDLiteStereoDepth_minz480pStandard,minz480pStandard,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Stereo Depth,,Metre,Real,0.375,metre,m,length,1,Datasheet,Datasheet gives 35-40 cm; midpoint used here. [Value provenance: Datasheet. Master row: OAK-D Lite Stereo Depth / MinZ 480p Standard.]
ValueProperty,VP_OAKDLiteStereoDepth_depthErrorBelow4M,depthErrorBelow4M,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Stereo Depth,,Percent,Real,2,percent,%,dimensionless ratio,1,Datasheet,Median absolute depth error. [Value provenance: Datasheet. Master row: OAK-D Lite Stereo Depth / Depth Error Below 4 m.]
ValueProperty,VP_OAKDLiteStereoDepth_depthError4To7M,depthError4To7M,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Stereo Depth,,Percent,Real,4,percent,%,dimensionless ratio,1,Datasheet,Median absolute depth error. [Value provenance: Datasheet. Master row: OAK-D Lite Stereo Depth / Depth Error 4 to 7 m.]
ValueProperty,VP_OAKDLiteStereoDepth_depthError7To10M,depthError7To10M,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Stereo Depth,,Percent,Real,6,percent,%,dimensionless ratio,1,Datasheet,Median absolute depth error. [Value provenance: Datasheet. Master row: OAK-D Lite Stereo Depth / Depth Error 7 to 10 m.]
ValueProperty,VP_OAKDLiteStereoDepth_depthMapDataType,depthMapDataType,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Stereo Depth,,String,String,uint16,,,,1,Datasheet,"1 LSB = 1 mm. A value of 0 means invalid/no measurement, not zero distance - filter explicitly. [Value provenance: Datasheet. Master row: OAK-D Lite Stereo Depth / Depth Map Data Type.]"
ValueProperty,VP_OAKDLiteStereoDepth_depthMapResolution,depthMapResolution,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Stereo Depth,,Millimetre,Real,1,millimetre,mm,length,1,Datasheet,One least-significant bit equals one millimetre. [Value provenance: Datasheet. Master row: OAK-D Lite Stereo Depth / Depth Map Resolution.]
ValueProperty,VP_OAKDLiteStereoDepth_maxDisparityThroughput,maxDisparityThroughput,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Stereo Depth,,FramePerSecond,Real,200,frame per second,fps,frame rate,1,Datasheet,Stereo pipeline capability. [Value provenance: Datasheet. Master row: OAK-D Lite Stereo Depth / Max Disparity Throughput.]
ValueProperty,VP_OAKDLiteStereoDepth_bandwidthAt640x48030Fps,bandwidthAt640x48030Fps,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Stereo Depth,,MegabytePerSecond,Real,18.4,megabyte per second,MB/s,data rate,1,Calculated,640 x 480 x 2 bytes x 30 fps. [Value provenance: Calculated. Master row: OAK-D Lite Stereo Depth / Bandwidth at 640x480 30 fps.]
Block,BLK_OAKDLiteIMUBMI270,OAK-D Lite IMU BMI270,BillieBot::Hardware::Sensors::Inertial,,Block,,,,,,,,,BillieBot hardware component. Category: Sensor - Inertial.
ValueProperty,VP_OAKDLiteIMUBMI270_device,device,BillieBot::Hardware::Sensors::Inertial,OAK-D Lite IMU BMI270,,String,String,Bosch BMI270,,,,1,Datasheet,VERIFY PRESENCE: all original Kickstarter OAK-D Lite units shipped without an IMU. [Value provenance: Datasheet. Master row: OAK-D Lite IMU (BMI270) / Device.]
ValueProperty,VP_OAKDLiteIMUBMI270_degreesOfFreedom,degreesOfFreedom,BillieBot::Hardware::Sensors::Inertial,OAK-D Lite IMU BMI270,,Integer,Integer,6,one,1,dimensionless count,1,Datasheet,3-axis accelerometer plus 3-axis gyroscope. [Value provenance: Datasheet. Master row: OAK-D Lite IMU (BMI270) / Degrees of Freedom.]
ValueProperty,VP_OAKDLiteIMUBMI270_magnetometerPresent,magnetometerPresent,BillieBot::Hardware::Sensors::Inertial,OAK-D Lite IMU BMI270,,Boolean,Boolean,false,,,,1,Datasheet,No absolute heading available from this device. [Value provenance: Datasheet. Master row: OAK-D Lite IMU (BMI270) / Magnetometer Present.]
ValueProperty,VP_OAKDLiteIMUBMI270_onSensorFusionAvailable,onSensorFusionAvailable,BillieBot::Hardware::Sensors::Inertial,OAK-D Lite IMU BMI270,,Boolean,Boolean,false,,,,1,Datasheet,No quaternion/rotation vector on the BMI270 path in DepthAI. [Value provenance: Datasheet. Master row: OAK-D Lite IMU (BMI270) / On-Sensor Fusion Available.]
ValueProperty,VP_OAKDLiteIMUBMI270_accelerometerRangeOptions,accelerometerRangeOptions,BillieBot::Hardware::Sensors::Inertial,OAK-D Lite IMU BMI270,,StandardGravity,String,"+/-2, +/-4, +/-8, +/-16",standard gravity,g,acceleration,1,Datasheet,Selectable full-scale ranges. [Value provenance: Datasheet. Master row: OAK-D Lite IMU (BMI270) / Accelerometer Range Options.]
ValueProperty,VP_OAKDLiteIMUBMI270_accelerometerSensitivityAtPlusMinus2g,accelerometerSensitivityAtPlusMinus2g,BillieBot::Hardware::Sensors::Inertial,OAK-D Lite IMU BMI270,,LSBPerStandardGravity,Real,16384,LSB per standard gravity,LSB/g,scale factor,1,Datasheet,8192 / 4096 / 2048 LSB/g at +/-4/8/16 g. [Value provenance: Datasheet. Master row: OAK-D Lite IMU (BMI270) / Accelerometer Sensitivity at +/-2g.]
ValueProperty,VP_OAKDLiteIMUBMI270_accelerometerNoiseDensity,accelerometerNoiseDensity,BillieBot::Hardware::Sensors::Inertial,OAK-D Lite IMU BMI270,,MilliGPerRootHertz,Real,0.16,milli standard gravity per root hertz,mg/sqrt(Hz),acceleration noise density,1,Datasheet,Typical. [Value provenance: Datasheet. Master row: OAK-D Lite IMU (BMI270) / Accelerometer Noise Density.]
ValueProperty,VP_OAKDLiteIMUBMI270_gyroscopeRangeOptions,gyroscopeRangeOptions,BillieBot::Hardware::Sensors::Inertial,OAK-D Lite IMU BMI270,,DegreePerSecond,String,"+/-125, +/-250, +/-500, +/-1000, +/-2000",degree per second,deg/s,angular velocity,1,Datasheet,Selectable full-scale ranges. [Value provenance: Datasheet. Master row: OAK-D Lite IMU (BMI270) / Gyroscope Range Options.]
ValueProperty,VP_OAKDLiteIMUBMI270_gyroscopeSensitivityAtPlusMinus125dps,gyroscopeSensitivityAtPlusMinus125dps,BillieBot::Hardware::Sensors::Inertial,OAK-D Lite IMU BMI270,,LSBPerDegreePerSecond,Real,262.144,LSB per degree per second,LSB/(deg/s),scale factor,1,Datasheet,Halves with each range step up. [Value provenance: Datasheet. Master row: OAK-D Lite IMU (BMI270) / Gyroscope Sensitivity at +/-125dps.]
ValueProperty,VP_OAKDLiteIMUBMI270_gyroscopeNoiseDensity,gyroscopeNoiseDensity,BillieBot::Hardware::Sensors::Inertial,OAK-D Lite IMU BMI270,,DegreePerSecondPerRootHertz,Real,0.007,degree per second per root hertz,deg/s/sqrt(Hz),angular rate noise density,1,Datasheet,"Typical, performance mode. [Value provenance: Datasheet. Master row: OAK-D Lite IMU (BMI270) / Gyroscope Noise Density.]"
ValueProperty,VP_OAKDLiteIMUBMI270_maxPracticalReportRate,maxPracticalReportRate,BillieBot::Hardware::Sensors::Inertial,OAK-D Lite IMU BMI270,,Hertz,Real,250,hertz,Hz,frequency,1,Datasheet,Requests above 400 Hz top out at ~250 Hz. Requested rates round DOWN to the next supported value. [Value provenance: Datasheet. Master row: OAK-D Lite IMU (BMI270) / Max Practical Report Rate.]
ValueProperty,VP_OAKDLiteIMUBMI270_supportedReportRates,supportedReportRates,BillieBot::Hardware::Sensors::Inertial,OAK-D Lite IMU BMI270,,Hertz,String,"25, 50, 100, 200, 250",hertz,Hz,frequency,1,Datasheet,Stable request rates for both accelerometer and gyroscope. [Value provenance: Datasheet. Master row: OAK-D Lite IMU (BMI270) / Supported Report Rates.]
ValueProperty,VP_OAKDLiteIMUBMI270_accelerometerOutputUnit,accelerometerOutputUnit,BillieBot::Hardware::Sensors::Inertial,OAK-D Lite IMU BMI270,,String,String,m/s^2,,,,1,Datasheet,float32 per axis in DepthAI IMUPacket. [Value provenance: Datasheet. Master row: OAK-D Lite IMU (BMI270) / Accelerometer Output Unit.]
ValueProperty,VP_OAKDLiteIMUBMI270_gyroscopeOutputUnit,gyroscopeOutputUnit,BillieBot::Hardware::Sensors::Inertial,OAK-D Lite IMU BMI270,,String,String,rad/s,,,,1,Datasheet,float32 per axis in DepthAI IMUPacket. [Value provenance: Datasheet. Master row: OAK-D Lite IMU (BMI270) / Gyroscope Output Unit.]
ValueProperty,VP_OAKDLiteIMUBMI270_bandwidthAt200Hz,bandwidthAt200Hz,BillieBot::Hardware::Sensors::Inertial,OAK-D Lite IMU BMI270,,KilobytePerSecond,Real,8,kilobyte per second,kB/s,data rate,1,Calculated,Accelerometer plus gyroscope with metadata. [Value provenance: Calculated. Master row: OAK-D Lite IMU (BMI270) / Bandwidth at 200 Hz.]
Block,BLK_OAKDLiteNeuralEngine,OAK-D Lite Neural Engine,BillieBot::Hardware::Sensors::Vision,,Block,,,,,,,,,BillieBot hardware component. Category: Sensor - Vision.
ValueProperty,VP_OAKDLiteNeuralEngine_totalVPUCompute,totalVPUCompute,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Neural Engine,,TeraOperationPerSecond,Real,4,tera-operation per second,TOPS,operation rate,1,Datasheet,Whole Myriad X device. [Value provenance: Datasheet. Master row: OAK-D Lite Neural Engine / Total VPU Compute.]
ValueProperty,VP_OAKDLiteNeuralEngine_neuralInferenceAllocation,neuralInferenceAllocation,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Neural Engine,,TeraOperationPerSecond,Real,1.4,tera-operation per second,TOPS,operation rate,1,Datasheet,Portion dedicated to neural inference. [Value provenance: Datasheet. Master row: OAK-D Lite Neural Engine / Neural Inference Allocation.]
ValueProperty,VP_OAKDLiteNeuralEngine_deployedModel,deployedModel,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Neural Engine,,String,String,YOLOv8n,,,,1,Repo-design,"Converted to Myriad X blob format, 416 x 416 input. [Value provenance: Repo-design. Master row: OAK-D Lite Neural Engine / Deployed Model.]"
ValueProperty,VP_OAKDLiteNeuralEngine_modelInputSize,modelInputSize,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Neural Engine,,Pixel,Integer,416,pixel,px,dimensionless count,1,Repo-design,"Square input, set at Luxonis blob conversion. [Value provenance: Repo-design. Master row: OAK-D Lite Neural Engine / Model Input Size.]"
ValueProperty,VP_OAKDLiteNeuralEngine_detectionConfidenceThreshold,detectionConfidenceThreshold,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Neural Engine,,Real,Real,0.5,one,1,dimensionless ratio,1,Repo-config,"perception.yaml, oakd_dog_detector.confidence_threshold. [Value provenance: Repo-config. Master row: OAK-D Lite Neural Engine / Detection Confidence Threshold.]"
ValueProperty,VP_OAKDLiteNeuralEngine_detectionPublishRate,detectionPublishRate,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Neural Engine,,Hertz,Real,5,hertz,Hz,frequency,1,Repo-config,"perception.yaml, oakd_dog_detector.publish_rate_hz. [Value provenance: Repo-config. Master row: OAK-D Lite Neural Engine / Detection Publish Rate.]"
ValueProperty,VP_OAKDLiteNeuralEngine_spatialCoordinateUnit,spatialCoordinateUnit,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Neural Engine,,String,String,mm,,,,1,Datasheet,"SpatialImgDetections returns X, Y, Z in millimetres in the camera frame. [Value provenance: Datasheet. Master row: OAK-D Lite Neural Engine / Spatial Coordinate Unit.]"
ValueProperty,VP_OAKDLiteNeuralEngine_confidenceOutputRange,confidenceOutputRange,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Neural Engine,,String,String,0 to 1,one,1,dimensionless ratio,1,Datasheet,Float bounded 0-1 per detection. [Value provenance: Datasheet. Master row: OAK-D Lite Neural Engine / Confidence Output Range.]
ValueProperty,VP_OAKDLiteNeuralEngine_boundingBoxFormat,boundingBoxFormat,BillieBot::Hardware::Sensors::Vision,OAK-D Lite Neural Engine,,String,String,Normalised 0-1,,,,1,Datasheet,"xmin, ymin, xmax, ymax as floats relative to image size. [Value provenance: Datasheet. Master row: OAK-D Lite Neural Engine / Bounding Box Format.]"
Block,BLK_MLX90640,MLX90640,BillieBot::Hardware::Sensors::Thermal,,Block,,,,,,,,,BillieBot hardware component. Category: Sensor - Thermal.
ValueProperty,VP_MLX90640_manufacturerPartNumber,manufacturerPartNumber,BillieBot::Hardware::Sensors::Thermal,MLX90640,,String,String,MLX90640ESF-BAB-000-TU,,,,1,Datasheet,B in the third option-code position denotes the 55 x 35 deg lens. Adafruit breakout PID 4407. [Value provenance: Datasheet. Master row: MLX90640 / Manufacturer Part Number.]
ValueProperty,VP_MLX90640_package,package,BillieBot::Hardware::Sensors::Thermal,MLX90640,,String,String,TO-39 4-lead,,,,1,Datasheet,With integrated lens. [Value provenance: Datasheet. Master row: MLX90640 / Package.]
ValueProperty,VP_MLX90640_pixelArrayWidth,pixelArrayWidth,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Pixel,Integer,32,pixel,px,dimensionless count,1,Datasheet,32 columns. [Value provenance: Datasheet. Master row: MLX90640 / Pixel Array Width.]
ValueProperty,VP_MLX90640_pixelArrayHeight,pixelArrayHeight,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Pixel,Integer,24,pixel,px,dimensionless count,1,Datasheet,24 rows. 768 pixels total. [Value provenance: Datasheet. Master row: MLX90640 / Pixel Array Height.]
ValueProperty,VP_MLX90640_pixelCount,pixelCount,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Pixel,Integer,768,pixel,px,dimensionless count,1,Datasheet,32 x 24. [Value provenance: Datasheet. Master row: MLX90640 / Pixel Count.]
ValueProperty,VP_MLX90640_fieldOfViewHorizontal,fieldOfViewHorizontal,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Degree,Real,55,degree,deg,plane angle,1,Datasheet,Typical. [Value provenance: Datasheet. Master row: MLX90640 / Field of View Horizontal.]
ValueProperty,VP_MLX90640_fieldOfViewVertical,fieldOfViewVertical,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Degree,Real,35,degree,deg,plane angle,1,Datasheet,Typical. [Value provenance: Datasheet. Master row: MLX90640 / Field of View Vertical.]
ValueProperty,VP_MLX90640_fieldOfViewDiagonal,fieldOfViewDiagonal,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Degree,Real,65,degree,deg,plane angle,1,Calculated,"Approximate, from the 55 x 35 deg rectangular FOV. [Value provenance: Calculated. Master row: MLX90640 / Field of View Diagonal.]"
ValueProperty,VP_MLX90640_instantaneousFOVPerPixelHorizontal,instantaneousFOVPerPixelHorizontal,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Degree,Real,1.72,degree,deg,plane angle,1,Calculated,55 deg / 32 columns. [Value provenance: Calculated. Master row: MLX90640 / Instantaneous FOV per Pixel Horizontal.]
ValueProperty,VP_MLX90640_instantaneousFOVPerPixelVertical,instantaneousFOVPerPixelVertical,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Degree,Real,1.46,degree,deg,plane angle,1,Calculated,35 deg / 24 rows. [Value provenance: Calculated. Master row: MLX90640 / Instantaneous FOV per Pixel Vertical.]
ValueProperty,VP_MLX90640_groundSampleDistanceAt1M,groundSampleDistanceAt1M,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Centimetre,Real,3.0,centimetre,cm,length,1,Calculated,"Horizontal, per pixel. 2.5 cm vertical. [Value provenance: Calculated. Master row: MLX90640 / Ground Sample Distance at 1 m.]"
ValueProperty,VP_MLX90640_groundSampleDistanceAt3M,groundSampleDistanceAt3M,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Centimetre,Real,9.0,centimetre,cm,length,1,Calculated,"Horizontal, per pixel. A 50 cm wide adult subtends only 5-6 pixels - this is a presence detector, not an imager. [Value provenance: Calculated. Master row: MLX90640 / Ground Sample Distance at 3 m.]"
ValueProperty,VP_MLX90640_centralPointingError,centralPointingError,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Degree,Real,3,degree,deg,plane angle,1,Datasheet,Maximum deviation from normal. [Value provenance: Datasheet. Master row: MLX90640 / Central Pointing Error.]
ValueProperty,VP_MLX90640_defectivePixelsMax,defectivePixelsMax,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Pixel,Integer,4,pixel,px,dimensionless count,1,Datasheet,Flagged in on-chip EEPROM; replace by neighbour interpolation. [Value provenance: Datasheet. Master row: MLX90640 / Defective Pixels Max.]
ValueProperty,VP_MLX90640_objectTemperatureRangeMin,objectTemperatureRangeMin,BillieBot::Hardware::Sensors::Thermal,MLX90640,,DegreeCelsius,Real,-40,degree Celsius,degC,Celsius temperature,1,Datasheet,Measurable target temperature. [Value provenance: Datasheet. Master row: MLX90640 / Object Temperature Range Min.]
ValueProperty,VP_MLX90640_objectTemperatureRangeMax,objectTemperatureRangeMax,BillieBot::Hardware::Sensors::Thermal,MLX90640,,DegreeCelsius,Real,300,degree Celsius,degC,Celsius temperature,1,Datasheet,Measurable target temperature. [Value provenance: Datasheet. Master row: MLX90640 / Object Temperature Range Max.]
ValueProperty,VP_MLX90640_operatingTemperatureMin,operatingTemperatureMin,BillieBot::Hardware::Sensors::Thermal,MLX90640,,DegreeCelsius,Real,-40,degree Celsius,degC,Celsius temperature,1,Datasheet,Ambient. [Value provenance: Datasheet. Master row: MLX90640 / Operating Temperature Min.]
ValueProperty,VP_MLX90640_operatingTemperatureMax,operatingTemperatureMax,BillieBot::Hardware::Sensors::Thermal,MLX90640,,DegreeCelsius,Real,85,degree Celsius,degC,Celsius temperature,1,Datasheet,Ambient. [Value provenance: Datasheet. Master row: MLX90640 / Operating Temperature Max.]
ValueProperty,VP_MLX90640_accuracy,accuracy,BillieBot::Hardware::Sensors::Thermal,MLX90640,,DegreeCelsius,Real,2,degree Celsius,degC,Celsius temperature,1,Datasheet,"Adafruit product-level figure, +/- over the 0-100 degC range. Valid only under settled isothermal conditions AND when the target fills the pixel FOV. [Value provenance: Datasheet. Master row: MLX90640 / Accuracy.]"
ValueProperty,VP_MLX90640_frameAccuracy,frameAccuracy,BillieBot::Hardware::Sensors::Thermal,MLX90640,,DegreeCelsius,Real,1,degree Celsius,degC,Celsius temperature,1,Datasheet,"+/-, datasheet BAA reference case. [Value provenance: Datasheet. Master row: MLX90640 / Frame Accuracy.]"
ValueProperty,VP_MLX90640_zone1NonUniformity,zone1NonUniformity,BillieBot::Hardware::Sensors::Thermal,MLX90640,,DegreeCelsius,Real,0.5,degree Celsius,degC,Celsius temperature,1,Datasheet,"+/-, datasheet BAA reference case. [Value provenance: Datasheet. Master row: MLX90640 / Zone 1 Non-Uniformity.]"
ValueProperty,VP_MLX90640_netdAt1Hz,netdAt1Hz,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Kelvin,Real,0.25,kelvin,K,thermodynamic temperature,1,Datasheet,"Noise-equivalent temperature difference, BAB variant average. Minimum 0.20 K, sigma 0.05 K. The BAA variant achieves 0.14 K. [Value provenance: Datasheet. Master row: MLX90640 / NETD at 1 Hz.]"
ValueProperty,VP_MLX90640_adcResolution,adcResolution,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Bit,Integer,18,bit,bit,information content,1,Datasheet,"Default. 16, 17, 18 or 19 bit selectable. [Value provenance: Datasheet. Master row: MLX90640 / ADC Resolution.]"
ValueProperty,VP_MLX90640_emissivity,emissivity,BillieBot::Hardware::Sensors::Thermal,MLX90640,,String,String,User-defined,one,1,dimensionless ratio,1,Datasheet,NOT stored in the device and NOT defaulted by the sensor - the host must supply it. Set it for the target material (~0.98 for skin/fur) or absolute temperatures will be wrong. [Value provenance: Datasheet. Master row: MLX90640 / Emissivity.]
ValueProperty,VP_MLX90640_refreshRateOptions,refreshRateOptions,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Hertz,String,"0.5, 1, 2, 4, 8, 16, 32, 64",hertz,Hz,frequency,1,Datasheet,"This is the SUBPAGE rate, not the full-image rate. [Value provenance: Datasheet. Master row: MLX90640 / Refresh Rate Options.]"
ValueProperty,VP_MLX90640_refreshRateDefault,refreshRateDefault,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Hertz,Real,2,hertz,Hz,frequency,1,Datasheet,Subpage rate. [Value provenance: Datasheet. Master row: MLX90640 / Refresh Rate Default.]
ValueProperty,VP_MLX90640_subpagesPerFrame,subpagesPerFrame,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Integer,Integer,2,one,1,dimensionless count,1,Datasheet,A full thermal image requires reading both subpages. [Value provenance: Datasheet. Master row: MLX90640 / Subpages per Frame.]
